Name,Handle,Media URL,Retweets,Likes,Comments,Views,Tweet URL,Profile Link,Post Body,Date,Timestamp,translated_text,Energy_Category,Aspect_Category,processed_text,Likes_numeric,textblob_sentiment,TextBlob sentiment,TextBlob sentiment_category,bert_sentiment,bert_sentiment category,bert_sentiment_category,Country
こてつ先生|ニュース解説・英語学習,@kotetsu_sense,"https://pbs.twimg.com/ext_tw_video_thumb/1789672750224928768/pu/img/nCjy0bNx1cYpsWAt.jpg, https://pbs.twimg.com/ext_tw_video_thumb/1789672750224928768/pu/img/nCjy0bNx1cYpsWAt.jpg, https://pbs.twimg.com/ext_tw_video_thumb/1789672750224928768/pu/img/nCjy0bNx1cYpsWAt.jpg",,,1,129,https://x.com/kotetsu_sense/status/1789672790532272216,https://x.com/kotetsu_sense,"2050年に向けた日本のエネルギー政策
・日本は2050年までにカーボンニュートラル
・エネルギー導入拡大が課題
・新たな政府目標設定へ
・排出量取引2026年度本格運用
・再生可能エネルギー活用も視野",May 13,2024-05-12T15:03:38.000Z,"Japan's energy policy for 2050
・ Japan is carbon neutral by 2050
・ The challenge is to expand energy introduction
・ To new government goal setting
・ Exhaust transaction trading 2026 full -scale operation
・ View of renewable energy utilization",Other,Policy,japan energy policy japan carbon neutral challenge expand energy introduction new government goal setting exhaust transaction trading full scale operation view renewable energy utilization,,0.2431818181818181,3.49,Neutral,4,Positive,Positive,Japan
田中志,@Nozom1Tanaka,,,,,333,https://x.com/Nozom1Tanaka/status/1615136845373014017,https://x.com/Nozom1Tanaka,"日本のエネルギー政策が原子力発電に向かっていくことについてThe Economistの記事。止まっている原子炉23基のうち、今年中に7基を再稼働するぞと。2030年の目標達成にはさらに10基の追加稼働が必要とのこと。道は長い。
https://economist.com/asia/2023/01/12/japan-pivots-back-to-nuclear-power…","Jan 17, 2023",2023-01-17T00:00:06.000Z,"THE ECONOMIST's article about Japan's energy policy to nuclear power.Of the 23 stopped reactors, seven will be restarted this year.Achieving the goal in 2030 requires more than 10 additional operations.The road is long.
https://economist.com/asia/2023/01/12/japan-pivots-back-to-nucle-Power ...",Nuclear Energy,Policy,economist article japan energy policy nuclear powerof stopped reactor seven restarted yearachieving goal requires additional operationsthe road long httpseconomistcomasiajapanpivotsbacktonuclepower,,0.225,3.45,Neutral,1,Very Negative,Very Negative,Japan
DXGX政策,@jpgovwatcher,,1,,,63,https://x.com/jpgovwatcher/status/1634556801499959298,https://x.com/jpgovwatcher,"#経済産業省 CCS長期ロードマップ検討会 #最終とりまとめ❶
基本理念：CCSを計画的合理的に実施我が国経済産業発展、エネルギー安定供給確保やCN達成に寄与
目標
　2050年CO2貯留年間約1.2〜2.4億t=IEA試算36〜72億t×日本排出割合3.3%
　2030年迄に事業環境整備
https://meti.go.jp/shingikai/energy_environment/ccs_choki_roadmap/20230310_report.html…","Mar 12, 2023",2023-03-11T14:08:04.000Z,"#My for Ministry of Economy, Trade and Industry CCS Long -term Roadmap Study Group #Final Collective Summary ❶
Basic philosophy: CCS is planned rationally contributed to the development of our economic industry, ensuring energy stable supply and achieving CN
the goal
2050 CO2 storage Approximately 1.2-2400 T = IEA estimation 36-7.2 billion T x Japan emission ratio 3.3%
Business environment improvement by 2030
https://meti.go.jp/shingikai/energy_environment/ccs_choki_roadmap/20230310_report.html ...",Other,Economy,ministry economy trade industry cc long term roadmap study group final collective summary basic philosophy cc planned rationally contributed development economic industry ensuring energy stable supply achieving cn goal co storage approximately iea estimation billion x japan emission ratio business environment improvement httpsmetigojpshingikaienergyenvironmentccschokiroadmapreporthtml,,-0.05,2.9,Negative,4,Positive,Positive,Japan
そーじろー,@sojirooooooo,,,,,122,https://x.com/sojirooooooo/status/1772982607073960327,https://x.com/sojirooooooo,"大林氏は２０５０年に二酸化炭素（ＣＯ２）排出量を実質ゼロにする日本政府の目標に言及して「２０５０年になっても東アジアで孤立した国であるのが、日本や他の国々にとって幸せなことかは考える必要がある」と語った。

エネルギー政策素人やんw
推薦人の河野太郎の責任よ",Mar 28,2024-03-27T13:42:48.000Z,"Obayashi mentioned the target of the Japanese government, which has carbon dioxide (CO2) emissions to zero in 2050, saying, ""Even in 2050, is isolated in East Asia, for Japan and other countries.I need to think about being happy. ""

Energy policy amateur Yan w
The recommendation of the recommender Taro Kono",Other,Policy,obayashi mentioned target japanese government carbon dioxide co emission zero saying even isolated east asia japan countriesi need think happy energy policy amateur yan w recommendation recommender taro kono,,0.10625,3.21,Neutral,1,Very Negative,Very Negative,Japan
Climate Integrate - 気候を保護するために,@ClimateInteg,"https://pbs.twimg.com/media/GYYztCuXwAALSRv?format=jpg&name=small, https://pbs.twimg.com/media/GYYztCuXwAALSRv?format=jpg&name=small",20,44,,2.8K,https://x.com/ClimateInteg/status/1839214361476477364,https://x.com/ClimateInteg,"【気候・エネルギーファクト集】日本の温室効果ガス排出量は近年削減傾向。ただし、今のままの政策では2030年目標達成は厳しい。2050年ネットゼロに向けさらなる大きな削減の道筋をどう描くのかが、まさにこれからの議論。
https://climateintegrate.org/archives/7108",Sep 26,2024-09-26T08:04:09.000Z,"[Climate / Energy Fact Collection] Japan's greenhouse gas emissions have been reduced in recent years.However, in the current policy, the achievement of the 2030 target is severe.The future debate is how to draw a further reduction path towards the Internet Zero in 2050.
https://climateintegrate.org/archives/7108",Other,Policy,climate energy fact collection japan greenhouse gas emission reduced recent yearshowever current policy achievement target severethe future debate draw reduction path towards internet zero httpsclimateintegrateorgarchives,44.0,0.0,3.0,Neutral,2,Negative,Negative,Japan
デル（∂）,@deldeldelne,,,,1,232,https://x.com/deldeldelne/status/1820999750570987641,https://x.com/deldeldelne,"再生可能エネルギー導入拡大の展望：技術革新で日本の「勝ち筋」とは―資源エネルギー庁の井上博雄部長に聞く(http://nippon.com)
#Yahooニュース
https://news.yahoo.co.jp/articles/2602982c9e3b8171e892c142f2bdb9f814cebacd?source=sns&dv=sp&mid=other&date=20240807&ctg=bus&bt=tw_up…",Aug 7,2024-08-07T01:45:47.000Z,"Renewable energy introduction prospects: What is Japan's ""winning line"" in technological innovation -Ask the director of the Resources and Energy Agency, Hiroo Inoue (http://nippon.com)
#Yahoo News
https://news.yahoo.co.jp/articles/2602982C9E3B8171E3B8171E3B92F2BDB9F814CEBACD?source=sns &dv=sp &mideTere= tg = bus & bt = tw_up ...",Other,Technology,renewable energy introduction prospect japan winning line technological innovation ask director resource energy agency hiroo inoue httpnipponcom yahoo news httpsnewsyahoocojparticlescebebebfbdbfcebacdsourcesns dvsp midetere tg bus bt twup,,0.5,4.0,Positive,4,Positive,Positive,Japan
filinion,@filinion_es,,,,,11,https://x.com/filinion_es/status/1841077758732222848,https://x.com/filinion_es,中国は二酸化炭素排出量でも世界トップなので、そこで再生可能エネルギーが躍進するのは世界全体のためになるのでは。（ただし一人当たり排出量は日本よりやや少なく、ドイツと同程度） / “「再生可能エネルギー」のコストが劇的に低下、化石燃料よりも有利に | Forbes JAP…”,4h,2024-10-01T11:28:37.000Z,"China is the world's top carbon dioxide emissions, so it would be good for the whole world that renewable energy would make a breakthrough.(However, the amount of emission per person is slightly less than in Japan, about the same as Germany) / ""The cost of"" renewable energy ""is dramatically reduced, more advantageous than fossil fuels | Forbes JAP ...""",Other,Environment,china world top carbon dioxide emission would good whole world renewable energy would make breakthroughhowever amount emission per person slightly less japan germany cost renewable energy dramatically reduced advantageous fossil fuel forbes jap,,0.2888888888888888,3.58,Neutral,2,Negative,Negative,Japan
再生可能エネルギー,@mi3518ki,,13,161,,941,https://x.com/mi3518ki/status/1834923708395438549,https://x.com/mi3518ki,再生可能エネルギーの導入、なぜ日本は遅れている？専門家「技術やコストでなく…」 (朝日新聞GLOBE＋),Sep 14,2024-09-14T11:54:37.000Z,"Introducing renewable energy, why is Japan late?Expert ""Not technology or cost ..."" (Asahi Shimbun GLOBE +)",Other,Technology,introducing renewable energy japan lateexpert technology cost asahi shimbun globe,161.0,0.0,3.0,Neutral,1,Very Negative,Very Negative,Japan
𝑩𝒖𝒓𝒅𝒐𝒏@𝑼𝒍𝒕𝒊𝒎𝒂𝒕𝒆 𝑮𝒐𝒓𝒊𝒍𝒍𝒂,@KYKTB,,,,1,83,https://x.com/KYKTB/status/1780362857454145818,https://x.com/KYKTB,"▼秋元司（無所属）
経済政策に重点を置く。
小規模企業への支援強化を主張。
環境対策として再生可能エネルギーの利用拡大を推進。

▼飯山陽（日本保守党）
伝統的な家族観と社会倫理の強化。
移民政策の厳格化。
経済自立と技術革新を訴え。",Apr 17,2024-04-16T22:29:17.000Z,"▼ Akimoto (independent)
Focus on economic policy.
Inspired to strengthen support for small businesses.
Promotes the use of renewable energy as an environmental measure.

▼ Yoyo Iiyama (Japan Conservative Party)
Traditional family views and enhancement of social ethics.
Strict immigration policy.
Appeal for economic independence and technological innovation.",Other,Policy,akimoto independent focus economic policy inspired strengthen support small business promotes use renewable energy environmental measure yoyo iiyama japan conservative party traditional family view enhancement social ethic strict immigration policy appeal economic independence technological innovation,,0.0305555555555555,3.06,Neutral,4,Positive,Positive,Japan
デル（∂）,@deldeldelne,,,1,,240,https://x.com/deldeldelne/status/1815736094069227866,https://x.com/deldeldelne,"サラッと書いてあるけれど、日本とそれ以外との施工効率の違いってめっちゃ大きいと思うんだよね。

日本のエネルギー政策の現状と課題－再生可能エネルギーは環境に優しいが高コストか｜ニッセイ基礎研究所",Jul 23,2024-07-23T13:09:54.000Z,"Although it is written, I think that the difference in construction efficiency between Japan and others is very large.

Current status and issues of Japan's energy policy -Renewable energy is environmentally friendly but high cost | Nissay Basic Research Institute",Other,Policy,although written think difference construction efficiency japan others large current status issue japan energy policy renewable energy environmentally friendly high cost nissay basic research institute,1.0,0.1627142857142857,3.33,Neutral,3,Neutral,Neutral,Japan
ぷえわきまえるって美味しいの？,@pueteen,,1,10,,126,https://x.com/pueteen/status/1840646013713097122,https://x.com/pueteen,"資源を使わず、大気を循環するエネルギーを活用する再生可能エネルギー。

コスト面でも間も無く原発を下回る状況。
不安定と言う特性は蓄電技術で解消可能。

小規模発電施設を多数設置でき、災害時の出力低下の影響も軽減。

日本向きの発電方法。

政府はなぜブレーキを？
原発利権美味しいの？",Sep 30,2024-09-30T06:53:01.000Z,"Renewable energy that uses energy that circulates the atmosphere without using resources.

The situation is less than the nuclear power plant in terms of cost.
The characteristics of unstable can be resolved by storage technology.

Many small power generation facilities can be installed, reducing the impact of the output decrease in the event of a disaster.

A power generation method for Japan.

Why the government brakes?
Is the nuclear power power delicious?",Nuclear Energy,Policy,renewable energy us energy circulates atmosphere without using resource situation less nuclear power plant term cost characteristic unstable resolved storage technology many small power generation facility installed reducing impact output decrease event disaster power generation method japan government brake nuclear power power delicious,10.0,0.2708333333333333,3.54,Neutral,5,Very Positive,Very Positive,Japan
Megumi Takata,@megumitakata,,,,,37,https://x.com/megumitakata/status/1817844879827083686,https://x.com/megumitakata,再生可能エネルギー導入拡大の展望：技術革新で日本の「勝ち筋」とは―資源エネルギー庁の井上博雄部長に聞く #SmartNews,Jul 29,2024-07-29T08:49:27.000Z,"Renewable energy introduction Prospects: What is Japan's ""winning line"" in technological innovation?",Other,Technology,renewable energy introduction prospect japan winning line technological innovation,,0.5,4.0,Positive,4,Positive,Positive,Japan
小坂正則,@hROx12aAHTxh4Bt,,,,,23,https://x.com/hROx12aAHTxh4Bt/status/1818194815831490669,https://x.com/hROx12aAHTxh4Bt,"再生可能エネルギー導入拡大の展望：技術革新で日本の「勝ち筋」とは―資源エネルギー庁の井上博雄部長に聞く(http://nippon.com)
#Yahooニュース",Jul 30,2024-07-30T07:59:59.000Z,"Renewable energy introduction prospects: What is Japan's ""winning line"" in technological innovation -Ask the director of the Resources and Energy Agency, Hiroo Inoue (http://nippon.com)
#Yahoo News",Other,Technology,renewable energy introduction prospect japan winning line technological innovation ask director resource energy agency hiroo inoue httpnipponcom yahoo news,,0.5,4.0,Positive,4,Positive,Positive,Japan
浜湯人,@hamanoyusupport,,,,,30,https://x.com/hamanoyusupport/status/1840999884566249845,https://x.com/hamanoyusupport,再生可能エネルギーの導入、なぜ日本は遅れている？専門家「技術やコストでなく…」（GLOBE＋）,9h,2024-10-01T06:19:11.000Z,"Introducing renewable energy, why is Japan late?Expert ""Not technology or cost ..."" (Globe +)",Other,Technology,introducing renewable energy japan lateexpert technology cost globe,,0.0,3.0,Neutral,1,Very Negative,Very Negative,Japan
kaz@長期投資“Challenge for 10 years.”＋α,@kzhs1224,,,19,,285,https://x.com/kzhs1224/status/1613368286863036416,https://x.com/kzhs1224,"水素関連動向
「水素の分野で強力な技術革新者だ」と評価。
再生可能エネルギーなど低炭素で水素をつくる技術の特許が増えているという。

日本の“技術力”に期待
“グリーン水素”の成長力にも期待

水素特許、日欧けん引　化学・自動車目立つ: 日本経済新聞","Jan 12, 2023",2023-01-12T02:52:29.000Z,"Hydrogen -related motion
""It is a powerful technological innovator in the field of hydrogen.""
It is said that patents for making hydrogen with low carbon, such as renewable energy, are increasing.

Expectations for Japanese ""technical skills""
Expectations for the growth potential of ""green hydrogen""

Hydrogen Patent, Japan -Europe Ken Chemistry / Car stands out: Nihon Keizai Shimbun",Other,Economy,hydrogen related motion powerful technological innovator field hydrogen said patent making hydrogen low carbon renewable energy increasing expectation japanese technical skill expectation growth potential green hydrogen hydrogen patent japan europe ken chemistry car stand nihon keizai shimbun,19.0,0.0124999999999999,3.02,Neutral,4,Positive,Positive,Japan
株ナッツ,@kabunattu,https://pbs.twimg.com/media/Fky_jLnacAIreGE?format=jpg&name=small,2,20,,2K,https://x.com/kabunattu/status/1606869787388563456,https://x.com/kabunattu,"日本政府は脱炭素社会実現に向けた基本方針をまとめGX（グリーントラスフォーメーション）におよそ150兆円投資する方針を打ち出した
原発・再生可能エネルギーはじめ多くの分野で技術革新が進む事が期待され関連企業の商機も大きい

木村化工・助川電気","Dec 25, 2022",2022-12-25T04:29:46.000Z,"The Japanese government has set a policy to invest in GX (Green Tus Formation) by compiling basic policies for the realization of a carbon calibratical society.
Technical innovation is expected to progress in many fields, including nuclear power plants and renewable energy, and the business opportunity of related companies is large.

Kimura Chuko / Sukawa Electric",Nuclear Energy,Policy,japanese government set policy invest gx green tus formation compiling basic policy realization carbon calibratical society technical innovation expected progress many field including nuclear power plant renewable energy business opportunity related company large kimura chuko sukawa electric,20.0,0.0517857142857142,3.1,Neutral,4,Positive,Positive,Japan
星 暁雄 (ITと人権),@AkioHoshi,,10,16,,,https://x.com/AkioHoshi/status/1575341255587872769,https://x.com/AkioHoshi,"記事タイトル「日本のアンモニア・石炭混焼発電は脱炭素化へのコストが高い、再生可能エネルギーはより経済的な代替手段」

BloombergNEFによれば日本政府が熱心な「アンモニア混焼」には合理性がない。

劇的な低コスト化が進む再エネへの集中が合理的だが、それを嫌がっている人たちがいる。","Sep 29, 2022",2022-09-29T04:26:38.000Z,"Article title ""Japan's ammonia and coal crowded power generation is costly for carbonization, renewable energy is more economical alternative means.""

According to Bloombergnef, the Japanese government's eager ""ammonia crowded"" is not rational.

It is reasonable to concentrate on the renewable energy, which is dramatic low cost, but some hate it.",Other,Policy,article title japan ammonia coal crowded power generation costly carbonization renewable energy economical alternative mean according bloombergnef japanese government eager ammonia crowded rational reasonable concentrate renewable energy dramatic low cost hate,16.0,-0.0333333333333333,2.93,Negative,2,Negative,Negative,Japan
エイディス,@DUIgbUqFYY73050,"https://pbs.twimg.com/media/GFoKrghbgAAGKTo?format=jpg&name=small, https://pbs.twimg.com/media/GFoKrghbgAAGKTo?format=jpg&name=small",,,,28,https://x.com/DUIgbUqFYY73050/status/1754726755972321605,https://x.com/DUIgbUqFYY73050,"「日本、再生可能エネルギーの新たな時代へ」
日本が再生可能エネルギーの利用を大幅に拡大、2050年までに炭素中立を目指す革新的な計画を発表。この動きは、環境に対する意識の高まりと技術革新の成果として、国内外から注目されています。#再生可能エネルギー #炭素中立 #環境革新 #持続可能な未来",Feb 6,2024-02-06T04:40:34.000Z,"""To a new era of renewable energy, Japan""
Japan has announced an innovative plan that greatly expands the use of renewable energy and aims to neutralize carbon by 2050.This movement has attracted attention from Japan and overseas as a result of growing awareness of the environment and the results of technological innovation.#Recycled Energy #Carbon neutral #Environmental innovation #Sustainable future",Other,Technology,new era renewable energy japan japan announced innovative plan greatly expands use renewable energy aim neutralize carbon movement attracted attention japan overseas result growing awareness environment result technological innovationrecycled energy carbon neutral environmental innovation sustainable future,,0.3590909090909091,3.72,Neutral,5,Very Positive,Very Positive,Japan
サイエンスポータル＆サイエンスティーム,@sciportalJST,,5,8,,,https://x.com/sciportalJST/status/1602195312659304448,https://x.com/sciportalJST,"12月12日は #バッテリーの日 日本蓄電池工業会が制定しました。
本日は #サイエンスポータル から、再生可能エネルギーに関する記事をご紹介します。再生可能エネルギーの普及には、電気を「ためる」ための技術革新が必要なのだそうです。
#今日は何の日","Dec 12, 2022",2022-12-12T06:55:04.000Z,"On December 12, the #Battery Day Battery Industry Association was enacted.
Today we will introduce articles on renewable energy from #Science Portal.It seems that the spread of renewable energy requires technological innovation to ""collect"" electricity.
#What day today",Other,Technology,december battery day battery industry association enacted today introduce article renewable energy science portalit seems spread renewable energy requires technological innovation collect electricity day today,8.0,0.0,3.0,Neutral,4,Positive,Positive,Japan
やまちゃん,@B4G66234,,,,,16,https://x.com/B4G66234/status/1818544312839459226,https://x.com/B4G66234,"再生可能エネルギー導入拡大の展望：技術革新で日本の「勝ち筋」とは―資源エネルギー庁の井上博雄部長に聞く(http://nippon.com)
#Yahooニュース",Jul 31,2024-07-31T07:08:45.000Z,"Renewable energy introduction prospects: What is Japan's ""winning line"" in technological innovation -Ask the director of the Resources and Energy Agency, Hiroo Inoue (http://nippon.com)
#Yahoo News",Other,Technology,renewable energy introduction prospect japan winning line technological innovation ask director resource energy agency hiroo inoue httpnipponcom yahoo news,,0.5,4.0,Positive,4,Positive,Positive,Japan
国連開発計画（UNDP）駐日代表事務所,@UNDPTokyo,"https://pbs.twimg.com/media/FhgFNbmaEAA8SRL?format=jpg&name=small, https://pbs.twimg.com/media/FhgFNbmaEAA8SRL?format=jpg&name=small",7,17,,,https://x.com/UNDPTokyo/status/1592035572398592000,https://x.com/UNDPTokyo,"クリーンで信頼できる再生可能エネルギーの拡充は、モルディブの優先課題。

低炭素、低コスト、エネルギー保障を目指した再生可能エネルギーの導入が、日本政府の協力のもとで進められています。

 https://bit.ly/3fOeqEo","Nov 14, 2022",2022-11-14T06:03:53.000Z,"The expansion of clean and reliable renewable energy is a priority issue for Maldives.

The introduction of renewable energy aimed at low carbon, low cost, and energy security is underway in cooperation with the Japanese government.

https://bit.ly/3foeqeo",Other,Policy,expansion clean reliable renewable energy priority issue maldives introduction renewable energy aimed low carbon low cost energy security underway cooperation japanese government httpsbitlyfoeqeo,17.0,0.0916666666666666,3.18,Neutral,5,Very Positive,Very Positive,Japan
山猫,@nmlinus,"https://pbs.twimg.com/media/FwalnmmakAIk5KC?format=jpg&name=small, https://pbs.twimg.com/media/FwalnmmakAIk5KC?format=jpg&name=small",,3,1,305,https://x.com/nmlinus/status/1659201675536797696,https://x.com/nmlinus,"多分「余った土地に太陽光パネルを敷き詰めたり、地熱で発電すれば良い」という考えなんだろうけど、日本は2020年時点で世界3位になるレベルで太陽光パネルを設置してるんよね。
他の再生可能エネルギーと合わせても石炭発電と比較すると約3分の1の発電量。
余程の技術革新でもない限り、↓","May 19, 2023",2023-05-18T14:18:00.000Z,"Probably the idea is that it is only necessary to spread solar panels on the remaining land or generate power with geothermal heat, but Japan has set up solar panels at the third largest level in the world as of 2020.
The amount of power generation is about one -third compared to coal power generation, when combined with other renewable energy.
Unless it is a very technical innovation, ↓",Solar Energy,Technology,probably idea necessary spread solar panel remaining land generate power geothermal heat japan set solar panel third largest level world amount power generation one third compared coal power generation combined renewable energy unless technical innovation,3.0,-0.0208333333333333,2.96,Negative,3,Neutral,Neutral,Japan
たなゆき（田中幸宏）,@tanayuki,,,1,,,https://x.com/tanayuki/status/1415099972564004865,https://x.com/tanayuki,再生可能エネルギーの余剰電力を「電池」の形で蓄積するか「水素」に変えて保存するか。どっちが貯蔵・流通コストが高いのか。 / “MIT Tech Review: 技術で先行する日本の「グリーン水素」は世界の潮流に乗れるか” https://htn.to/3R69HZqN1J,"Jul 14, 2021",2021-07-14T00:04:59.000Z,"Is the surplus power of renewable energy in the form of a ""battery"" or change to ""hydrogen""?Which storage / distribution cost is higher?/“MIT TECH REVIEW: Can“ Green Hydrogen ”in Japan precede with technology can get on the world's tide?” Https://htn.to/3r69hzqn1j",Other,Technology,surplus power renewable energy form battery change hydrogenwhich storage distribution cost highermit tech review green hydrogen japan precede technology get world tide httpshtntorhzqnj,1.0,-0.2,2.6,Negative,2,Negative,Negative,Japan
とっしー,@denki_tukai,,,6,1,375,https://x.com/denki_tukai/status/1838520982715400200,https://x.com/denki_tukai,"つーか、EVとHVでLCAでのCO2排出は2%しか変わらないのか…
原発と太陽光の稼働率で変わるだろうけど
日本で再生可能エネルギー(原発を除く)の比率が更に上がるとは思えないよのよね
それには蓄電池が必要で、今のところだとコスト的にペイしないので、蓄電池の価格が下がるまでは頭打ちなような",Sep 24,2024-09-24T10:08:55.000Z,"Is it only 2%of CO2 emissions in LCA with EV and HV ...
It will change depending on the operating rate of nuclear power and sunlight
I don't think the ratio of renewable energy (excluding nuclear power) will increase in Japan.
To do so, you need a storage battery, and at the moment it doesn't pay for it, so it seems like a heading until the price of the storage battery drops.",Solar Energy,Cost,co emission lca ev hv change depending operating rate nuclear power sunlight dont think ratio renewable energy excluding nuclear power increase japan need storage battery moment doesnt pay seems like heading price storage battery drop,6.0,0.0,3.0,Neutral,3,Neutral,Neutral,Japan
田川 滋 TAGAWA Shigeru 타가와 시게루,@kakitama,,8,7,,249,https://x.com/kakitama/status/1840694486739070981,https://x.com/kakitama,"再生可能エネルギーの導入、なぜ日本は遅れている？専門家「技術やコストでなく…」(GLOBE＋)
#Yahooニュース
https://news.yahoo.co.jp/articles/5caf792f54d186f834e993de6f78382a01290990?source=sns&dv=pc&mid=other&date=20240930&ctg=bus&bt=tw_up… 
”日本の再エネ導入が欧米や中国と比べて遅い原因は、技術でもコストでもない。必要なのは、政策や制度の策定や見直しだ。”",Sep 30,2024-09-30T10:05:38.000Z,"Introducing renewable energy, why is Japan late?Expert ""Not technology or cost ..."" (Globe +)
#Yahoo News
https://news.yahoo.co.jp/articles/5caf792F54D186F834E993DE993DE6F78382A01290990?0,90?0?source=sns &dv=pc & &MIDATEER & 50 &c tg = bus & bt = tw_up ...
""Japan's renewable energy introduction is slower than in Europe and the United States, which is neither technology nor cost. What is needed is to formulate and review policies and systems.""",Other,Technology,introducing renewable energy japan lateexpert technology cost globe yahoo news httpsnewsyahoocojparticlescaffdfededefasourcesns dvpc midateer c tg bus bt twup japan renewable energy introduction slower europe united state neither technology cost needed formulate review policy system,7.0,0.0,3.0,Neutral,1,Very Negative,Very Negative,Japan
ぷりん,@maihime_pudding,,,3,1,175,https://x.com/maihime_pudding/status/1840584466450006044,https://x.com/maihime_pudding,"1リットル700円、ENEOSが「合成燃料」日本初の一貫製造。鍵は低コスト化(BUSINESS INSIDER JAPAN)
#Yahooニュース
https://news.yahoo.co.jp/articles/45d6f117dc04ebfd431abdfe1704ab07b72ca219?source=sns&dv=sp&mid=other&date=20240930&ctg=bus&bt=tw_up…

電力をいかにリーズナブルなプライスで、しかも再生可能エネルギーで作るかがキーになる。",Sep 30,2024-09-30T02:48:27.000Z,"ENEOS is the first integrated manufacturing of ""synthetic fuel"", 700 yen per liter.The key is low cost (Business Insider JAPAN)
#Yahoo News
https://news.yahoo.co.jp/articles/45d6f117dc04ebfd431ABDFE1704AB07B07B72219?sourcE=sns &dv=sp &Midate=20240930 &c tg = bus & bt = tw_up ...

The key is how to make electricity at a reasonable price and with renewable energy.",Other,Cost,eneos first integrated manufacturing synthetic fuel yen per literthe key low cost business insider japan yahoo news httpsnewsyahoocojparticlesdfdcebfdabdfeabbbsourcesns dvsp midate c tg bus bt twup key make electricity reasonable price renewable energy,3.0,0.09,3.18,Neutral,4,Positive,Positive,Japan
takuya.82@eBus日本に来てくれないかなー,@takuya8212,,7,28,1,853,https://x.com/takuya8212/status/1840586561525858772,https://x.com/takuya8212,"＞電力をいかにリーズナブルなプライスで、しかも再生可能エネルギーで作るかがキーになる。

EVなら充電した方がロスも少なく運用できる。(航空機除く)

1リットル700円、ENEOSが「合成燃料」日本初の一貫製造。鍵は低コスト化（BUSINESS INSIDER JAPAN） - Yahoo!ニュース",Sep 30,2024-09-30T02:56:47.000Z,"> How to make electricity at a reasonable price and with renewable energy is the key.

If you charge an EV, you can operate it less with less loss.(Excluding aircraft)

ENEOS is the first integrated manufacturing of ""synthetic fuel"", 700 yen per liter.The key is low cost (Business Insider Japan) -Yahoo! News",Other,Cost,make electricity reasonable price renewable energy key charge ev operate less less lossexcluding aircraft eneos first integrated manufacturing synthetic fuel yen per literthe key low cost business insider japan yahoo news,28.0,0.0166666666666666,3.03,Neutral,4,Positive,Positive,Japan
エリック Ｃ,@x__ok,,121,226,1,6.6K,https://x.com/x__ok/status/1840693890195591480,https://x.com/x__ok,"原子力マフィアのせい。

朝日新聞社は書きたくても書けない(情けない)

再生可能エネルギーの導入、なぜ日本は遅れている？専門家「技術やコストでなく…」(GLOBE＋)",Sep 30,2024-09-30T10:03:16.000Z,"Because of the nuclear mafia.

I can't write the Asahi Shimbun even if I want to write (I'm sorry)

Introducing renewable energy, why is Japan late?Expert ""Not technology or cost ..."" (Globe +)",Nuclear Energy,Technology,nuclear mafia cant write asahi shimbun even want write im sorry introducing renewable energy japan lateexpert technology cost globe,226.0,-0.5,2.0,Negative,1,Very Negative,Very Negative,Japan
うな （日本を取り戻す）,@unauna711,,6,4,,,https://x.com/unauna711/status/1443130577490640901,https://x.com/unauna711,"電気工事の仕事をしたことのある人は

再生可能エネルギーが発電コストと建設コストが異常に高いことを知っています｡

完全にまやかしですわ｡","Sep 29, 2021",2021-09-29T08:28:36.000Z,"If you have worked for electrical work

I know that renewable energy is unusually high in power generation and construction costs.

It's completely a little.",Other,Other,worked electrical work know renewable energy unusually high power generation construction cost completely little,4.0,-0.0137499999999999,2.97,Negative,3,Neutral,Neutral,Japan
The Asahi Shimbun GLOBE+,@asahi_globe,,6,6,,995,https://x.com/asahi_globe/status/1835818475719373182,https://x.com/asahi_globe,"日本の再エネ導入が欧米や中国と比べて遅い原因は、技術でもコストでもない。必要なのは、政策や制度の策定や見直しだ。

   再生可能エネルギーの導入、なぜ日本は遅れている？専門家「技術やコストでなく…」",Sep 17,2024-09-16T23:10:07.000Z,"Japan's renewable energy introduction is neither technology nor cost compared to Europe and the United States and China.All you need is to formulate and review policies and systems.

Introducing renewable energy, why is Japan late?Expert ""Not technology or cost ...""",Other,Technology,japan renewable energy introduction neither technology cost compared europe united state chinaall need formulate review policy system introducing renewable energy japan lateexpert technology cost,6.0,0.0,3.0,Neutral,2,Negative,Negative,Japan
