Name,Handle,Media URL,Retweets,Likes,Comments,Views,Tweet URL,Profile Link,Post Body,Date,Timestamp,translated_text,Category,processed_text,Likes_numeric,textblob_sentiment,TextBlob sentiment,TextBlob sentiment_category,bert_sentiment,bert_sentiment category,bert_sentiment_category
东方网OrientalDaily,@ODNMalaysia,,,4.0,1.0,,https://x.com/ODNMalaysia/status/1455749739849285636,https://x.com/ODNMalaysia,中国常驻联合国代表张军周三推文称，中方一直用行动支持应对气候变化努力，而不是空洞的囗号。中国从未退出过《巴黎气候协定》。 “反观美国，气候政策不断反复和倒退。美国政府必须切实履行责仼，拿出具体的减排政策措施，而不是试图转移视线、诿过于人。”https://orientaldaily.com.my/news/international/2021/11/03/447790…,"Nov 3, 2021",2021-11-03T04:12:39.000Z,"Chinese permanent representative of the United Nations Zhang Jun tweeted on Wednesday that China has always used its action to support climate change efforts, not the cave.China has never withdrawn from the Paris Climate Agreement.""On the other hand, the climate policy is constantly repeated and retreat. The U.S. government must fulfill the responsibility and take out specific emission reduction policies and measures instead of trying to shift their attention and be too humane.""/Internetal/2021/11/03/447790 ...",Other,chinese permanent representative united nation zhang jun tweeted wednesday china always used action support climate change effort cavechina never withdrawn paris climate agreementon hand climate policy constantly repeated retreat u government must fulfill responsibility take specific emission reduction policy measure instead trying shift attention humaneinternetal,4.0,-0.004999999999999999,2.99,Negative,1,Very Negative,Very Negative
New China 中文,@XinhuaChinese,"https://pbs.twimg.com/media/FBeqkXYVgAEffTa?format=png&name=small, https://pbs.twimg.com/media/FBeqkXYVgAEffTa?format=png&name=small",12.0,37.0,2.0,,https://x.com/XinhuaChinese/status/1447813350319005697,https://x.com/XinhuaChinese,习近平指出，为推动实现碳达峰、碳中和目标，中国将陆续发布重点领域和行业碳达峰实施方案和一系列支撑保障措施，构建起碳达峰、碳中和“1+N”政策体系。中国将持续推进产业结构和能源结构调整，大力发展可再生能源，在沙漠、戈壁、荒漠地区加快规划建设大型风电光伏基地项目。,"Oct 12, 2021",2021-10-12T06:36:16.000Z,"Xi Jinping pointed out that in order to promote the achievement of carbon peaks and carbon neutrality, China will successively release key areas and industry carbon peak implementation plans and a series of support guarantee measures to build carbon peaks, carbon neutralization and ""1+N"" policysystem.China will continue to promote the adjustment of the industrial structure and energy structure, vigorously develop renewable energy, and accelerate the planning and construction of large -scale wind power photovoltaic base projects in desert, Gobi, and desert areas.",Solar Energy,xi jinping pointed order promote achievement carbon peak carbon neutrality china successively release key area industry carbon peak implementation plan series support guarantee measure build carbon peak carbon neutralization n policysystemchina continue promote adjustment industrial structure energy structure vigorously develop renewable energy accelerate planning construction large scale wind power photovoltaic base project desert gobi desert area,37.0,-0.19523809523809524,2.61,Negative,5,Very Positive, Very Positive
大包王朝Xi Dynasty,@XiJPDynasty,,,2.0,,,https://x.com/XiJPDynasty/status/1366910111298412546,https://x.com/XiJPDynasty,"气候变化就是幌子

根据巴黎协定中国十年内不用减排，十年后中国会说和中英香港协议一样那是历史决议，无效。
最大排放国不减排，那么减排不就是骗局？
减排一开始就和中国无关
就是以减排的名义把州的权力拿到联邦，建立中央集权的国家。美国加拿大都是这样","Mar 3, 2021",2021-03-03T00:35:41.000Z,"Climate change is the guise

According to the Paris Agreement, China does not need to reduce emission reduction within ten years. After ten years, China will say that it is the same as the Chinese -English Hong Kong agreement. It is a historical resolution and is invalid.
The maximum discharge country does not reduce the row, so isn't the emission reduction?
The beginning of emission reduction has nothing to do with China
In the name of emission reduction, the state's power is obtained to the federal and established a centralized country.The United States and Canada are like this",Other,climate change guise according paris agreement china need reduce emission reduction within ten year ten year china say chinese english hong kong agreement historical resolution invalid maximum discharge country reduce row isnt emission reduction beginning emission reduction nothing china name emission reduction state power obtained federal established centralized countrythe united state canada like,2.0,0.0,3.0,Neutral,1,Very Negative,Very Negative
Nikkei日经中文,@NikkeiCN,,,,,,https://x.com/NikkeiCN/status/1325645390314680321,https://x.com/NikkeiCN,"重返巴黎协定是拜登国际合作路线象征: 如果拜登成为总统，美国的能源和环保政策将发生改变。除了为减排温室气体已采取行动的欧洲和中国之外，日本也宣布争取在2050年前之前将净排放量降为零……
https://ift.tt/38qKckW","Nov 9, 2020",2020-11-09T03:44:25.000Z,"Return to Paris Agreement is a symbol of Biden International Cooperation: If Biden becomes president, US energy and environmental protection policies will change.In addition to Europe and China, which has taken action for the reducing greenhouse gases, Japan has also announced that it will take the net emissions to zero before 2050 ...
https://ift.tt/38qkckw",Other,return paris agreement symbol biden international cooperation biden becomes president u energy environmental protection policy changein addition europe china taken action reducing greenhouse gas japan also announced take net emission zero httpsiftttqkckw,,0.03333333333333333,3.07,Neutral,1,Very Negative,Very Negative
美国之音中文网,@VOAChinese,https://pbs.twimg.com/media/FYjpoebWAAADNC1.jpg,16.0,58.0,93.0,,https://x.com/VOAChinese/status/1551747074911338496,https://x.com/VOAChinese,中国占据约1/3的全球碳排放，其减排力度无助于实现巴黎气候协定达成的控制气温上升在2摄氏度、最好1.5摄氏度以内的目标，2021年成为化石燃料排放创纪录的一年。中国经济的特殊性在于即使增速放缓也未必降低碳排放，政府以扩大基建为主的刺激措施只会增加高能耗产业的需求。,"Jul 26, 2022",2022-07-26T01:51:47.000Z,"China accounts for about 1/3 of global carbon emissions, and its emission reduction efforts can not help achieve the goal of controlling the temperature reached by the Paris Climate Agreement at 2 degrees Celsius and best within 1.5 degrees Celsius.EssenceThe particularity of the Chinese economy is that even if the growth rate is slowed down, it may not reduce carbon emissions. The government's stimulus measures focusing on infrastructure will only increase the demand for high energy consumption industries.",Other,china account global carbon emission emission reduction effort help achieve goal controlling temperature reached paris climate agreement degree celsius best within degree celsiusessencethe particularity chinese economy even growth rate slowed may reduce carbon emission government stimulus measure focusing infrastructure increase demand high energy consumption industry,58.0,0.16740740740740742,3.33,Neutral,2,Negative,Negative
日經中文網,@rijingzhongwen,"https://pbs.twimg.com/media/EmW0-BHU0AIkNsq?format=jpg&name=small, https://pbs.twimg.com/media/EmW0-BHU0AIkNsq?format=jpg&name=small",4.0,10.0,3.0,,https://x.com/rijingzhongwen/status/1325664654417256448,https://x.com/rijingzhongwen,【重返巴黎协定是拜登国际合作路线象征】如果拜登成为总统，美国的能源和环保政策将发生改变。除了为减排温室气体已采取行动的欧洲和中国之外，日本也宣布争取在2050年前之前将净排放量降为零……https://cn.nikkei.com/politicsaeconomy/politicsasociety/42662-2020-11-09-02-54-20.html…,"Nov 9, 2020",2020-11-09T05:00:57.000Z,"[Return to Paris Agreement is a symbol of Biden International Cooperation Line] If Bayeng becomes president, US energy and environmental protection policies will change.In addition to Europe and China, which has taken action to reduce the greenhouse gas, Japan has also announced that it will reduce net emissions to zero by 2050 ... https://cn.nikkei.com/politicsaeconomy/politicsAciety/42662-2020-11-09-02-54-20.html ...",Other,return paris agreement symbol biden international cooperation line bayeng becomes president u energy environmental protection policy changein addition europe china taken action reduce greenhouse gas japan also announced reduce net emission zero httpscnnikkeicompoliticsaeconomypoliticsacietyhtml,10.0,0.03333333333333333,3.07,Neutral,1,Very Negative,Very Negative
自由亚洲电台,@RFA_Chinese,,7.0,23.0,9.0,,https://x.com/RFA_Chinese/status/1338585908967337991,https://x.com/RFA_Chinese,"北京到目前为止还没有向巴黎协定递交减排指标修正案，国际独立研究联盟（The Climate Action Tracker ）因此将中国在气候领域的行动定性为 ""严重不足 ""。","Dec 15, 2020",2020-12-14T20:45:25.000Z,"Beijing has not yet submitted the Amendment to the Paris Agreement. The CLIMATE ACTION TRTION TERACKER has therefore qualified China's action in the climate field as ""serious insufficient"".",Other,beijing yet submitted amendment paris agreement climate action trtion teracker therefore qualified china action climate field serious insufficient,23.0,-0.04444444444444443,2.91,Negative,1,Very Negative,Very Negative
良知自知,@wwXAnA6w,https://pbs.twimg.com/ext_tw_video_thumb/1775692923344154624/pu/img/UHR9ZJyDuMqm4QCi.jpg,3.0,3.0,,1.6K,https://x.com/wwXAnA6w/status/1775693880635400516,https://x.com/wwXAnA6w,美国财长耶伦访问中国，此行旨在进一步稳定美中这两个世界最大经济体之间的金融和经济关系。与中国官员进行高层“对牛弹琴”式的会谈！预计她还将就清洁能源补贴和工业产能过剩问题向中国施压。她最近指出，这些问题“损害了美国企业和工人，也损害了世界各地的企业和工人”。,Apr 4,2024-04-04T01:16:26.000Z,"U.S. Treasury Secretary Yellen visited China, and the trip aims to further stabilize the financial and economic relations between the two world's largest economies in the United States and China.Make a high -level ""Betting Piano"" talk with Chinese officials!It is expected that she will also pressure China about clean energy subsidies and overcapacity of industrial capacity.She recently pointed out that these issues ""have damaged American companies and workers and companies and workers around the world.""",Other,u treasury secretary yellen visited china trip aim stabilize financial economic relation two world largest economy united state chinamake high level betting piano talk chinese officialsit expected also pressure china clean energy subsidy overcapacity industrial capacityshe recently pointed issue damaged american company worker company worker around world,3.0,0.06962962962962964,3.14,Neutral,4,Positive,Positive
Michael,@asynchronize,,,,1.0,,https://x.com/asynchronize/status/1524398006032039937,https://x.com/asynchronize,发电央企又获500亿可再生能源补贴，新能源运营商资金状况将迎来改善，这家公司背靠中国最大清洁能源集团，细分绿色电力装机量全国占比超17%。,"May 12, 2022",2022-05-11T14:36:21.000Z,"The power generation central enterprise has received 50 billion renewable energy subsidies, and the capital status of new energy operators will usher in improvement. This company relies on China's largest clean energy group to subdivide the number of green power installations over 17%.",Other,power generation central enterprise received billion renewable energy subsidy capital status new energy operator usher improvement company relies china largest clean energy group subdivide number green power installation,,0.07575757575757576,3.15,Neutral,5,Very Positive, Very Positive
巴赫塔儿通讯社,@bnachinese,"https://pbs.twimg.com/media/GEiFIeFaYAA6d-H?format=jpg&name=small, https://pbs.twimg.com/media/GEiFIeFaYAA6d-H?format=jpg&name=small",,,,100,https://x.com/bnachinese/status/1749794981433499794,https://x.com/bnachinese,"据国际能源署报告，中国已经居于可再生能源应用领域领头羊地位。
国际能源署在报告中说：“2028年，全球可再生能源发电量的近60%将来自中国。虽然中国政府2020-2021年中止了新能源领域一系列补贴，但风电厂和太阳能电厂的建设势头依旧强劲”。",Jan 24,2024-01-23T14:03:27.000Z,"According to the International Energy Agency, China has lived in the leader of renewable energy applications.
The International Energy Agency said in the report: ""In 2028, nearly 60%of the global renewable energy power generation will be from China in the future. Although the Chinese government has suspended a series of subsidies in the new energy field from 2020-2021, the construction of wind power plants and solar power plantsThe momentum is still strong. """,Other,according international energy agency china lived leader renewable energy application international energy agency said report nearly global renewable energy power generation china future although chinese government suspended series subsidy new energy field construction wind power plant solar power plantsthe momentum still strong,,0.08371212121212121,3.17,Neutral,4,Positive,Positive
AliceWang,@AliceWangFang,,,,1.0,66,https://x.com/AliceWangFang/status/1626421111054565379,https://x.com/AliceWangFang,"美国和欧盟讨论建立电动车电池矿产买家俱乐部
华尔街日报。美国和欧洲官员正在讨论如何建立一个新的盟国集团，在采购清洁能源技术中使用的矿物方面进行合作，以期减少对中国的依赖，同时修补美国的电动汽车提供补贴政策引发的裂痕。知情人士透露，根据组建这个关键矿产买家俱乐部的计划，美国将与包括","Feb 17, 2023",2023-02-17T03:19:44.000Z,"The United States and the European Union discusses the establishment of electric vehicle battery and minerals to buy furniture music club
Wall Street Journal.American and European officials are discussing how to establish a new allies to cooperate in the procurement of minerals used in purchasing clean energy technology to reduce dependence on China, while repairing cracks caused by subsidy policies for electric vehicles in the United States.People familiar with the matter revealed that according to the plan for the establishment of this key minerals to buy the Furniture Department, the United States will be included in",Other,united state european union discusses establishment electric vehicle battery mineral buy furniture music club wall street journalamerican european official discussing establish new ally cooperate procurement mineral used purchasing clean energy technology reduce dependence china repairing crack caused subsidy policy electric vehicle united statespeople familiar matter revealed according plan establishment key mineral buy furniture department united state included,,0.14633838383838385,3.29,Neutral,4,Positive,Positive
美国之音中文网,@VOAChinese,"https://pbs.twimg.com/media/FmshiYoXEA8_jfe.jpg, https://pbs.twimg.com/media/FmshiYoXEA8_jfe.jpg, https://pbs.twimg.com/media/FmshiYoXEA8_jfe.jpg",15.0,86.0,51.0,89K,https://x.com/VOAChinese/status/1615383909839036416,https://x.com/VOAChinese,欧盟委员会主席乌尔苏拉·冯德莱恩1月17日说，欧盟与中国在新能源领域的竞争必须建立在公平的基础上。这位欧盟领导人指责中国在清洁能源技术转型过程中为本国企业提供过多补贴，并限制欧洲企业进入中国市场。冯德莱恩是在瑞士达沃斯出席世界经济论坛年会时这样说的。,"Jan 18, 2023",2023-01-17T16:21:51.000Z,"The President of the European Commission Ulusala von Delain said on January 17 that the competition between the European Union and China in the field of new energy must be based on a fair basis.The European Union leader accused China of providing too much subsidies to the company in the process of clean energy technology and restricting European companies entering the Chinese market.Feng Delin said so at the World Economic Forum Annual Meeting at Davos, Switzerland.",Other,president european commission ulusala von delain said january competition european union china field new energy must based fair basisthe european union leader accused china providing much subsidy company process clean energy technology restricting european company entering chinese marketfeng delin said world economic forum annual meeting davos switzerland,86.0,0.1603030303030303,3.32,Neutral,1,Very Negative,Very Negative
明堂,@Picuike,,,,,28,https://x.com/Picuike/status/1792830034962763886,https://x.com/Picuike,“三条腿的板凳”。第一条腿是提供补贴，以建立一个从清洁能源到半导体的能够存续的科技制造部门。第二条腿是对威胁这一目标的中国进口商品加征关税。第三条腿是限制中国获得可能有助于提升竞争力的资金、技术和知识。还有第四条腿，那就是与盟友建立统一的经济战线，但这一步骤仍未实现。,May 21,2024-05-21T08:09:24.000Z,"""Three -legged bench"".The first leg is to provide subsidies to establish a technology manufacturing department that can survive from clean energy to semiconductor.The second leg is to impose tariffs on Chinese imported goods that threatens this goal.The third leg is to limit China to gain funding, technology and knowledge that may help improve competitiveness.There is also the fourth leg, which is to establish a unified economic front with the allies, but this step has not been realized.",Other,three legged benchthe first leg provide subsidy establish technology manufacturing department survive clean energy semiconductorthe second leg impose tariff chinese imported good threatens goalthe third leg limit china gain funding technology knowledge may help improve competitivenessthere also fourth leg establish unified economic front ally step realized,,0.11666666666666667,3.23,Neutral,2,Negative,Negative
Guo-Fong Weng܁,@riceom,,,,,120,https://x.com/riceom/status/1776224404122571139,https://x.com/riceom,"美国财长耶伦周四(4月4日)抵达广州。她此行给中国官员带来一个强硬信息:中国产能过剩,特别是清洁能源,世界无法吸收这么多产品.
中国正将大量电动汽车、电池、光伏电池板等加工产品释放至全球市场。这是多年大规模政府补贴、国内需求疲弱结果。此举压低全球市场上许多产品价格,对其它国家产商造成压力.",Apr 5,2024-04-05T12:24:33.000Z,"US Treasury Secretary Yellen arrived in Guangzhou on April (April 4).This trip brings a tough information to Chinese officials: Chinese production is excess capacity, especially clean energy, the world cannot absorb so many products.
China is released a large number of processing products such as electric vehicles, batteries, photovoltaic panels and other processing products to the global market.This is the result of years of large -scale government subsidies and weak domestic demand.This lowers the price of many products in the global market and put pressure on manufacturers of other countries.",Solar Energy,u treasury secretary yellen arrived guangzhou april april trip brings tough information chinese official chinese production excess capacity especially clean energy world cannot absorb many product china released large number processing product electric vehicle battery photovoltaic panel processing product global marketthis result year large scale government subsidy weak domestic demandthis lower price many product global market put pressure manufacturer country,,0.07653439153439152,3.15,Neutral,1,Very Negative,Very Negative
醉美德州（fo）,@lili88362785689,"https://pbs.twimg.com/media/GKMlaFlaMAA1ZWM?format=jpg&name=small, https://pbs.twimg.com/media/GKMlaFlaMAA1ZWM?format=jpg&name=small",,,,72,https://x.com/lili88362785689/status/1775303821117595745,https://x.com/lili88362785689,"美媒称，美国财长耶伦将于4日访华。
耶伦此前宣称，她打算就中国对清洁能源产业的补贴政策导致产品价格太低表达不满，施压中方做出改变。",Apr 3,2024-04-02T23:26:29.000Z,"According to US media, US Treasury Secretary Yellen will visit China on the 4th.
Yellen had previously declared that she intends to express dissatisfaction with China's subsidy policy for the clean energy industry too low, and the Chinese side has changed.",Other,according u medium u treasury secretary yellen visit china th yellen previously declared intends express dissatisfaction china subsidy policy clean energy industry low chinese side changed,,0.05000000000000001,3.1,Neutral,1,Very Negative,Very Negative
穆迪 Moody's Chinese,@MoodysChinese,"https://pbs.twimg.com/media/EKc-VbMUUAEgX8B?format=jpg&name=small, https://pbs.twimg.com/media/EKc-VbMUUAEgX8B?format=jpg&name=small",2.0,4.0,1.0,,https://x.com/MoodysChinese/status/1199996370611924992,https://x.com/MoodysChinese,中国风能和太阳能发电增速仍将维持全球领先地位，支持因素是推动可再生能源领域增长及逐渐取消补贴的利好政策。我们预计未来3 年中国政府将不再向新的可再生能源项目提供补贴，这受到平价上网政策、持续的技术革新和不断改善的成本结构的支持。这一进展将令该行业的增长出现短期分化。,"Nov 28, 2019",2019-11-28T10:20:04.000Z,"The growth rate of Chinese wind energy and solar power generation will still maintain a global leading position. Support factors are the favorable policies to promote the growth of renewable energy and gradually cancel subsidies.We expect that the Chinese government will no longer provide subsidies to new renewable energy projects in the next three years, which will be supported by cheap Internet access policies, continuous technological innovation, and continuous improvement of cost structures.This progress will make the industry's growth short -term differentiation.",Wind Energy,growth rate chinese wind energy solar power generation still maintain global leading position support factor favorable policy promote growth renewable energy gradually cancel subsidieswe expect chinese government longer provide subsidy new renewable energy project next three year supported cheap internet access policy continuous technological innovation continuous improvement cost structuresthis progress make industry growth short term differentiation,4.0,0.07662337662337662,3.15,Neutral,4,Positive,Positive
加拿大国际广播,@RCIZhongwen,,2.0,2.0,2.0,4K,https://x.com/RCIZhongwen/status/1790398185262751812,https://x.com/RCIZhongwen,"美国对中国电动汽车大幅提高关税 https://ici.radio-canada.ca/rci/zh-hans/%E6%96%B0%E9%97%BB/2072589/%E7%BE%8E%E5%9B%BD-%E4%B8%AD%E5%9B%BD-%E7%94%B5%E5%8A%A8%E6%B1%BD%E8%BD%A6-%E6%8F%90%E9%AB%98-%E5%85%B3%E7%A8%8E… 
拜登政府认为中国补贴制造业，以控制全球电动汽车和清洁能源行业。
美国还计划对先进电池、太阳能电池、钢铁、铝和医疗设备征收新的关税。",May 15,2024-05-14T15:06:06.000Z,"The United States has a significant increase in tariffs on Chinese electric vehicles https://ici.radio-canada.ca/rci/zh-hans/%E6%9%B0%E97%BB/2072589/%E7%BE%8E5%E5%E5%9b%bd-%e4%B8%A5%E5%9b%BD-%E7%94%B5%E5%8A%A8%B1%BD%E8%A6-%E6%8F%90%E9%AB%98-%E5%85%B3%E7%A8%8E ...
The government of Biden believes that China subsidizes the manufacturing industry to control the global electric vehicle and clean energy industry.
The United States also plans to impose new tariffs on advanced batteries, solar batteries, steel, aluminum and medical equipment.",Other,united state significant increase tariff chinese electric vehicle httpsiciradiocanadacarcizhhansebebbebeeeebbdebaebbdebeaabbdeaefeabebeae government biden belief china subsidizes manufacturing industry control global electric vehicle clean energy industry united state also plan impose new tariff advanced battery solar battery steel aluminum medical equipment,2.0,0.18257575757575759,3.37,Neutral,1,Very Negative,Very Negative
中国上海情報(@shanghai_info),@shanghai_info,,1.0,1.0,,,https://x.com/shanghai_info/status/237511057365692416,https://x.com/shanghai_info,商务部裁定美国可再生能源扶持政策违反WTO规定: 新华网北京8月20日电（记者雷敏）商务部20日发布2012年第52号公告，终裁认定美国可再生能源6项扶持政策及补贴措施违反WTO相关规定，构成对中国可再生能源产品对美出口的贸易壁垒… http://goo.gl/fb/Ga99i,"Aug 20, 2012",2012-08-20T11:27:03.000Z,"The Ministry of Commerce ruled that the US renewable energy support policy violated the WTO regulations: Xinhuanet, Beijing, August 20th (Reporter Lei Min) The Ministry of Commerce issued announcement on the 20th, the final ruling determined that the 6 support policies of the United States renewable energy and theSubsidy measures violate the relevant regulations of the WTO and constitute a trade barriers to export to the United States to China Renewable Energy Products ... http://goo.gl/fb/ga99i",Other,ministry commerce ruled u renewable energy support policy violated wto regulation xinhuanet beijing august th reporter lei min ministry commerce issued announcement th final ruling determined support policy united state renewable energy thesubsidy measure violate relevant regulation wto constitute trade barrier export united state china renewable energy product httpgooglfbgai,1.0,0.1,3.2,Neutral,1,Very Negative,Very Negative
Murphy-T,@nmdk,,,,,,https://x.com/nmdk/status/27693142526,https://x.com/nmdk,"中国反驳美国启动对华清洁能源调查 - BBC | 港台消息 - 中国称对新能源企业补贴微乎其微
 
针对美国对中国清洁能源有关政策和措施启动调查，中国回应称，真正受损的是美国。

中国国家能源局局长张国宝周日（10月17日）表示，… http://bit.ly/aMrlBj","Oct 18, 2010",2010-10-18T01:42:33.000Z,"China refutes the United States launched a survey of clean energy in China -BBC | Hong Kong and Taiwan News -China claims subsidies for new energy companies

In response to the investigation of China's clean energy policies and measures for Chinese clean energy, China responded that the United States was truly damaged.

Zhang Guobao, director of the National Energy Administration of China (October 17), said, ... http://bit.ly/amrlbj",Other,china refutes united state launched survey clean energy china bbc hong kong taiwan news china claim subsidy new energy company response investigation china clean energy policy measure chinese clean energy china responded united state truly damaged zhang guobao director national energy administration china october said httpbitlyamrlbj,,0.24727272727272726,3.49,Neutral,1,Very Negative,Very Negative
iyouport,@iyouport_news,"https://pbs.twimg.com/media/C185OjXUAAE-91K?format=jpg&name=360x360, https://pbs.twimg.com/media/C185OjXUAAE-91K?format=jpg&name=360x360",2.0,2.0,2.0,,https://x.com/iyouport_news/status/819436591399604225,https://x.com/iyouport_news,［中国的“反特斯拉”：廉价车型推动电动车热潮］中国品牌的电动汽车（EV）市场由政府补贴支持，该政策是作为北京在清洁能源驱动领域建立全球领导力一部分。#cleanerenergy https://facebook.com/iyouport/posts/1391992630831877…,"Jan 12, 2017",2017-01-12T06:51:22.000Z,[China ’s“ Anti -Tesla ”: Cheap models promote electric vehicle boom] Chinese brand’ s electric vehicle (EV) market is supported by government subsidies. This policy is part of Beijing's establishment of global leadership in the field of clean energy -driven fields.#Cleanerenergy httts://facebook.com/iyouport/posts/1391992630831877 ...,Other,china anti tesla cheap model promote electric vehicle boom chinese brand electric vehicle ev market supported government subsidy policy part beijing establishment global leadership field clean energy driven fieldscleanerenergy htttsfacebookcomiyouportposts,2.0,0.19166666666666668,3.38,Neutral,1,Very Negative,Very Negative
Arthur,@hsienweichiang,,,,,,https://x.com/hsienweichiang/status/400424207470710784,https://x.com/hsienweichiang,海外观点--三中全会后，《金融时报》盘点未来投资机会：医保—人口老龄化和医保制度改革的商机；可再生能源—中国饱受污染之苦，将增加可替代能源的利用；消费类股票—城市化进程将持续；券商—券商限制放宽；能源产商—节能需求将减少能源补贴；铁路—政府将增加向内地的投资，铁路迎来发展机会。,"Nov 13, 2013",2013-11-13T00:45:45.000Z,"Overseas Perspective-After the Third Plenary Session, the Financial Times take stock of future investment opportunities: medical insurance-business opportunities for aging population and the reform of the medical insurance system; renewable energy-China is contaminated, which will increase the use of alternative energy sources; consumption will be consumed; consumption will be increased; consumption will be increased; consumption willThe process of urbanization will continue; securities firms -brokers restrict relaxation; energy manufacturers -energy -saving demand will reduce energy subsidies; railways -governments will increase investment in the Mainland and railway will usher in development opportunities.",Other,overseas perspectiveafter third plenary session financial time take stock future investment opportunity medical insurancebusiness opportunity aging population reform medical insurance system renewable energychina contaminated increase use alternative energy source consumption consumed consumption increased consumption increased consumption willthe process urbanization continue security firm broker restrict relaxation energy manufacturer energy saving demand reduce energy subsidy railway government increase investment mainland railway usher development opportunity,,0.0,3.0,Neutral,4,Positive,Positive
高口康太＠『現代中国経営者列伝』,@chinanews21,,,,,,https://x.com/chinanews21/status/287829601135259648,https://x.com/chinanews21,可再生能源电价补贴的资金缺口2011年为100亿元，2012年很可能翻倍。中国可能将在2015年面对40GW的光伏发电，补贴何来 ｜8厘钱的困境 http://ow.ly/gzGmd,"Jan 6, 2013",2013-01-06T07:54:59.000Z,"The funds gap subsidized by renewable energy electricity prices in 2011 were 10 billion yuan, and it was likely to double in 2012.China may face 40GW for photovoltaic power generation in 2015. Where does the subsidy come ｜ 8 % money dilemma http://ow.ly/gzgmd",Solar Energy,fund gap subsidized renewable energy electricity price billion yuan likely double china may face gw photovoltaic power generation subsidy come money dilemma httpowlygzgmd,,0.0,3.0,Neutral,1,Very Negative,Very Negative
美国之音争鸣论坛,@voachina,,,,,,https://x.com/voachina/status/237673053629337600,https://x.com/voachina,美中对可再生能源补贴引贸易争议: 美国贸易代表署说，它正在研究中国政府指称美国政府补贴6个可再生能源项目，违反世界贸易组织有关规定的说法。中国商务部说，美国的补贴对中国相关产品出口造成贸易壁垒，要求美国取消这些补贴措施。 http://bit.ly/POLsjE,"Aug 21, 2012",2012-08-20T22:10:46.000Z,"The US -China Disputes on Renewable Energy Subsidies: The US Trade Representative said it is studying the Chinese government's claims to subsidize 6 renewable energy projects in the US government, violating the relevant regulations of the World Trade Organization.The Ministry of Commerce of China said that the US subsidy caused a trade barrier to the export of related products in China, asking the United States to cancel these subsidy measures.http://bit.ly/polsje",Other,u china dispute renewable energy subsidy u trade representative said studying chinese government claim subsidize renewable energy project u government violating relevant regulation world trade organizationthe ministry commerce china said u subsidy caused trade barrier export related product china asking united state cancel subsidy measureshttpbitlypolsje,,0.13333333333333333,3.27,Neutral,1,Very Negative,Very Negative
Arthur,@hsienweichiang,,,,,,https://x.com/hsienweichiang/status/400424207470710784,https://x.com/hsienweichiang,海外观点--三中全会后，《金融时报》盘点未来投资机会：医保—人口老龄化和医保制度改革的商机；可再生能源—中国饱受污染之苦，将增加可替代能源的利用；消费类股票—城市化进程将持续；券商—券商限制放宽；能源产商—节能需求将减少能源补贴；铁路—政府将增加向内地的投资，铁路迎来发展机会。,"Nov 13, 2013",2013-11-13T00:45:45.000Z,"Overseas Perspective-After the Third Plenary Session, the Financial Times take stock of future investment opportunities: medical insurance-business opportunities for aging population and the reform of the medical insurance system; renewable energy-China is contaminated, which will increase the use of alternative energy sources; consumption will be consumed; consumption will be increased; consumption will be increased; consumption willThe process of urbanization will continue; securities firms -brokers restrict relaxation; energy manufacturers -energy -saving demand will reduce energy subsidies; railways -governments will increase investment in the Mainland and railway will usher in development opportunities.",Other,overseas perspectiveafter third plenary session financial time take stock future investment opportunity medical insurancebusiness opportunity aging population reform medical insurance system renewable energychina contaminated increase use alternative energy source consumption consumed consumption increased consumption increased consumption willthe process urbanization continue security firm broker restrict relaxation energy manufacturer energy saving demand reduce energy subsidy railway government increase investment mainland railway usher development opportunity,,0.0,3.0,Neutral,4,Positive,Positive
高口康太＠『現代中国経営者列伝』,@chinanews21,,,,,,https://x.com/chinanews21/status/287829601135259648,https://x.com/chinanews21,可再生能源电价补贴的资金缺口2011年为100亿元，2012年很可能翻倍。中国可能将在2015年面对40GW的光伏发电，补贴何来 ｜8厘钱的困境 http://ow.ly/gzGmd,"Jan 6, 2013",2013-01-06T07:54:59.000Z,"The funds gap subsidized by renewable energy electricity prices in 2011 were 10 billion yuan, and it was likely to double in 2012.China may face 40GW for photovoltaic power generation in 2015. Where does the subsidy come ｜ 8 % money dilemma http://ow.ly/gzgmd",Solar Energy,fund gap subsidized renewable energy electricity price billion yuan likely double china may face gw photovoltaic power generation subsidy come money dilemma httpowlygzgmd,,0.0,3.0,Neutral,1,Very Negative,Very Negative
