Post Body,sentiment
"再エネ拡大へ｢英国式切り札｣　新公社で探る脱炭素の針路 - 日本経済新聞 https://nikkei.com/article/DGXZQOGR18CUU0Y4A910C2000000/…
""日本を含む「再エネ途上国」""とありますが、一体どのような根拠でこのコメントを入れられたのでしょうか。
このような印象論に基づいた文言は記事に対する信用度を下げ、感情論に基づいた",1
"全国の主要都市は”ゼロカーボンシティ宣言”をやっている
唯一これに引きずられてない都市が名古屋
本当に市民のためになるのかと熟慮し立ち止まっている
脱炭素はマネーゲームの道具
欧米では揺り戻しが来ているのに日本だけが再エネをさらに増やそうとしている
#日本保守党
 https://youtube.com/@hosyutou-ouen",1
ふーむ、「再生可能エネルギーで、エネルギー自給とエネルギー安全保障と脱炭素が向上」ねえ。んな訳ねーだろ、再エネ生み出す装置には日本にゃねー鉱物がいるし太陽光パネル作るためにバリバリ火力発電製電気使ってるじゃんか。これが論文ってマ？,0
"【小林鷹之氏のエネルギー政策】
日本の産業競争力を失う形のカーボンニュートラルは違う。
エネルギー基本計画を変える。再エネ優先よりバランス重視。
太陽光はもういい。サプライチェーンの観点から問題、やるほど中国に依存。
正論太陽光はエネルギーを中国に依存する蟻地獄だ。44:20",0
AI時代に電力需要が爆増することを見越して日本のエネルギー自給率を大幅に高めようとする高市氏。自民党議員は脱炭素、再エネしか能のない候補者ではなく、高市氏に票を投じるべきだ。,1
欧米の極右化で、脱炭素バブルは崩壊するかな？日本は電力システム改革と再エネ主力電源化で電力コストが跳ね上がり、国内産業は一気に衰退するだろう。,0
"独り言。

LGBTだろうが
Qだろうが
再エネだろうが
脱炭素だろうが
戦争反対だろうが
持続可能性何ちゃらだろうが

個人でやってろよ。
一般庶民を巻き込むんぢゃ無いよ。
日本国民を巻き込むなよ。
他人に迷惑かけてまで己の我を押し通すなよって話しよ。

他人に迷惑かけるなって事。",1
"メガソーラーを止めましょう。
止めれば日本が回復する事が物凄く多くある。
環境系だと脱炭素カーボンニュートラルSDGs再生可能エネルギー再エネ賦課金森林環境税などなど。
キレイゴトを言って金儲けしか考えていない汚い政治家や汚い一般人が多過ぎる。",0
"日本だけ脱炭素に縛られ再エネ、再エネと馬鹿正直に突き進む
ウクライナと中東で戦争が勃発
台湾有事のリスクが高まる中
ウクライナの復興や中東への支援など国民の税金はどんどん海外で使われる
高い電気代で国民と企業を苦しめながらいつまで続けるのか　
#再エネ賦課金反対",0
"そりゃ義務的な排出量取引じゃないとダメに決まっているでしょう日本は気候変動対策の規制が緩すぎる。
安値続く脱炭素「証書」　緩い規制、再エネに風吹かず - 日本経済新聞",0
"年収400万円を超えたら「中の上」…「稼ぐも地獄、稼げずも地獄」日本の現実(THE GOLD ONLINE（ゴールドオンライン）)
https://news.yahoo.co.jp/articles/bb6d4e46308978971fe35f61eff62394a61c16d8?source=sns&dv=sp&mid=other&date=20240829&ctg=bus&bt=tw_up…
自民党政治家と事業者がグルになって再エネや脱炭素で国民負担はさらに増えるからな。今の状況で生活が苦しい人間は首を括らなければいけなくなる。",0
"GoogleがオフサイトPPAで再エネ調達へ、再エネ賦課金に頼らないPPAの需要が一段と盛り上がりそうですね
Google、日本で再生可能エネルギー直接調達　データセンターを脱炭素 - 日本経済新聞",0
"再エネ賦課金で国民負担が増すだけの脱炭素化に移民受け入れ推進www
自民党ってマジで日本の敵でしかねえよなwwww

【動画】北海道と札幌市を国家戦略特区に指定　脱炭素化に向け規制緩和や外国人投資家向け在留資格創設など https://japannewsnavi.com/1234yg67ghioip/ @より",1
"もっと再エネ電気の価値が高まるべき。
カーボンニュートラルを目指す企業は今からやるべき。早いもの勝ちだと思うよ。

Google､日本で再エネ直接調達　データセンターを脱炭素：日本経済新聞",0
日本郵政まで脱炭素だのカーボンニュートラルだの再エネだの言ってるけどそんな欺瞞をやってる余裕あんのかよ？,0
"・電力はラオスの最大の輸出品、総輸出額の3割。電源7割超が水力＝再エネ大国「東南アジアのバッテリー」
・ASEANでラオス電力奪い合いの一方、全土送電網を事実上中国企業に売却

東南アジア揺らす脱炭素　浸透する中国、日本の打ち手は：日本経済新聞",0
"今週9月7日(土)あさ7時
#石川和男の危機のカナリア
再エネ普及 2030年は「赤点」

カナリアのさえずりが止む時…
▼日本の再生可能エネルギーの普及率。2030年は30％に届かず
▼目標は36～38％。このままでは「赤点・落第」
▼脱炭素の雲行きが…

#石川和男 @kazuo_ishikawa
#大浜平太郎",0
"【杉山大志　再エネ利権を一掃せよ】日本を滅ぼすエネルギー政策　抵抗していた経産省こそが強力な「脱炭素利権」に　中国に利するだけの政治が変わるしかない
https://zakzak.co.jp/article/20240807-OLVIQDXVQBNOJML6UAI6H2EATU/…

お金の多くは中国企業に流れる一方、脱炭素は日本の防災にまったく役立たない
#メガソーラー #再エネ利権 #zakzak",1
"日本を経済的に疲弊破壊し
企業や人を全て外国に支配させるための政策が
脱炭素や再エネ推進
脱炭素も環境問題も全て嘘
再エネは電力供給を不安定化し、日本の高い供給能力を破壊し
外国に日本を安売りするための手法",0
"今後、#RE100 に参加する企業が益々増えるだろう。もう原発の時代は終わったってことだ。

【2023.12.22 最新版】RE100日本企業 84社リスト ～COP28再エネ最新情報追加～｜Members＋ 脱炭素DXレポート @Members_corp #DX #脱炭素 #カーボンニュートラル #SDGsへの向き合い方",0
「スウェーデンの新政権は脱炭素化の2030年目標を破棄。ガソリン税を廃止。再エネを増やす目標も破棄した」と池田信夫氏。今やこれが世界のトレンド。日本も早くそうしろ、岸田！,1
【杉山大志　再エネ利権を一掃せよ】日本を滅ぼすエネルギー政策　抵抗していた経産省こそが強力な「脱炭素利権」に　中国に利するだけの政治が変わるしかない https://zakzak.co.jp/article/20240807-OLVIQDXVQBNOJML6UAI6H2EATU/… @zakdeskより,1
"同時同量よりも“自前で速やかに増量確保(再エネ増設)できる安価な脱炭素電源”
が必要な事に気付けず発狂する奴ら（笑）が殺到中",0
"バイデン米大統領は、中国から輸入する電気自動車（ＥＶ）への関税を１００％に引き上げると発表しました
欧州も「脱炭素」や「再エネ」路線に転機が
日本も対応を迫られそうです 
https://zakzak.co.jp/article/20240516-2XRTST5XWRPWNAKNRRTZGTO2VI/…
#バイデン #中国ＥＶ #制裁関税強化 #日本も再エネ見直し",1
米が中国ＥＶに制裁、関税１００％に　ＥＵでも締め付け厳しく「脱炭素」「再エネ」一辺倒に転機　追われる日本の政策見直し https://zakzak.co.jp/article/20240516-2XRTST5XWRPWNAKNRRTZGTO2VI/… @zakdeskより,1
"コメントしました。
日本も原発の再稼働、新規建設を進めなければ日経記事（５月３１日）にあった再エネ賦課金の値上がり等による電気代の最高値の更新がさらに進んでいくでしょう。

原発、揺らぐ「脱炭素電源」　欧米で建設停滞相次ぐ - 日本経済新聞",1
補助金ではなく再エネ賦課金を止めればいい。まあこうして二言目には「家計支援は脱炭素に逆行する！」と言い出す日経は口が裂けてもそんな提案はしないだろうが。そもそも日本の火力発電は世界最高効率ですよ。日経の言うとおりにしていたら日本経済は本当にダメになるな。,1
【日本にいらないもの】・岸田文雄・上川陽子・日本医師会・デマ太郎・マスゴミ・こども家庭庁・厚労省・mRNAワクチン・新型インフル行動計画・SDGs・LGBTQ法・脱炭素・ゲノム編集食品・昆虫食・マイナカード・緊急事態条項・インボイス・再エネ賦課金・太陽光発電　他には？,1
"気候変動が人為的ではないとか、EVは排出削減にならないとか、再エネは使えないとか…

エビデンスに基づかない非科学的なデマで日本の電化や脱炭素、エネルギー自給率の向上が遅れたとき、得するのは誰か？

あまり考えたくないですが、仮に日本を貶めたい敵国の行動なら、納得行きますね…",1
Google､日本で再エネ直接調達　データセンターを脱炭素：日本経済新聞,1
Google､日本で再エネ直接調達　データセンターを脱炭素,1
"原子力より問題は化石燃料。政府の進めた脱炭素化で「座礁資産」になり、採掘量が減っている。
2032年以降、補助金がなくなって再エネが座礁したころには、化石燃料も発電所もなくなり、製造業は日本から消える…",1
"あなた本当に国民守る為の日本の総理？
脱炭素など悪政は大気は世界中繋がってるのにたかが３％しかCO2排出してない日本でなぜここまで自国の景観を破壊させ国民に再エネ賦課金など負担強いる悪政を推進せにゃならんのか
世界最大CO２排出国である支那のような国が更生せねば限りなく無意味だろ",1
菅政権の「脱炭素政策」というのは、簡単に言えば再エネですよ。だから菅は再エネ利権の大元締めと言ってよい。美しい日本の国土を破壊し、醜悪な太陽光パネルを全国に敷設している。万一、小泉政権ができれば霊峰富士の麓は太陽光パネルで覆い尽くされることになるだろう！,1
"「物流で脱炭素！」を唱えるキクタが再エネ電力100%供給を目指すGPPさんにインタビューしたYouTube動画の後編がアップされました。
昼間に大量に余って廃棄されている再エネ電力の用途として「FCEV用グリーン水素サプライチェーンの確立」を私から提案してみたら…。",0
「脱炭素」「反原発」「再エネ」で一致しているだけの話。それにしても菅直人は小泉純一郎を仲間に引き込んで満面の笑み。逆に言えば日本経済が停滞している諸悪の根源。やはりこんな○○な親の子を再び総理にする訳にはいかない！本当に日本が崩壊してしまう。,1
"再エネ問題に付いては恥ずかしながら無知なので、保守党の主張に間違いがある場合は詳しい人に教えてもらいたいです。

ただ日本だけが脱炭素に背を向けることは不可能であること、しかしながらコバホークが現行制度見直しを提言していることは存じてます。(微調整的な提言?)

百田は→",1
"電力広域的運営推進機関（OCCTO）がまとめた電気事業者の供給計画によると、2033年になっても石炭火力は現状からわずかに減少した程度、再エネは少し増加した程度となることがわかりました。

国際目標どころか日本の2030年エネルギーミックス目標すら達成が危ぶまれます。",1
日本は菅政権のときに、2030年までのCO2 削減目標を26％から46％へと、20％も引き上げました。そして、エネルギー政策の基本的な方向性を示すエネルギー基本計画書には「再エネ最優先」と書き込まれました。これは当時の小泉進次郎環境大臣と河野太郎規制改革担当大臣が押し込んだもの,0
ブルームバーグ・ニュー・エナジー・ファイナンス（BNEF）は、日本のエネルギー政策に関し、水素やアンモニア等のコストのかかる技術に頼ることなく、エネルギー安全保障を強化しながら、2050年のカーボンニュートラル目標を達成できるとの見解を表明した。,0
パワーエックスこの企業取り組みは日本のエネルギー政策の経済安全保障の重要な解決策にもなり、政府が目標とする2050年までのカーボンニュートラルの目標達成にもつながる,0
"前から言ってるように、世界的には原子力推進。
https://mainichi.jp/articles/20231202/k00/00m/030/079000c…
「2050年までに世界で原子力発電3倍」　日本も賛同 COP28 
気温上昇抑える目標達成するために原子力が重要役割を果たしていると指摘。「エネルギー安全保障に利点がある」と。日米以外では英国やフランス、UAE、韓国など参加…",1
"原発60年超の背景
脱炭素社会とエネルギー安全保障の共存は理解。
2050年温室効果ガス排出量実質ゼロのカーボンニュートラル
が目標。
政府は再生可能エネルギーより原発活用を政策判断。
2030年度に二酸化炭素がない原発の割合を2020年度約4%を
20%に。
危険は大きくなっては困る。
万事は安全第一。",0
"「SDGsエコバブルの終焉」
出版イベント動画が公開となりました
著者が順番に講演
↓
https://m.youtube.com/watch?si=AY1DvGWPqJMfo_xl&v=RHl52otY0w4&feature=youtu.be…
2050年にCO2ゼロという極端な目標に向かっているが、再エネは国民の負担やチャイナリスクなど問題となっている
日本は安全保障と経済を優先としたエネルギー政策に舵をきるべきではないか？",1
⑨いまの政策のままでは、国の2030年目標が達成されたとしても、その時点では日本の電力は多くを化石燃料に依存し続け、エネルギーコストの高騰に苦しみ、CO2排出の高い電気を使い続けることになります。,0
"米国は公式の目標を決定していませんが、エネルギー省は2035年に自然エネルギーが81％になるという報告書を公表しています。

現在の政策のままでは、国の2030年目標が達成されたとしても、その時点では日本の電力は多くを化石燃料に依存し続け、エネルギーコストの高騰に苦しみ、",0
"2050年に向けた日本のエネルギー政策
・日本は2050年までにカーボンニュートラル
・エネルギー導入拡大が課題
・新たな政府目標設定へ
・排出量取引2026年度本格運用
・再生可能エネルギー活用も視野",0
"日本のエネルギー政策が原子力発電に向かっていくことについてThe Economistの記事。止まっている原子炉23基のうち、今年中に7基を再稼働するぞと。2030年の目標達成にはさらに10基の追加稼働が必要とのこと。道は長い。
https://economist.com/asia/2023/01/12/japan-pivots-back-to-nuclear-power…",0
"#経済産業省 CCS長期ロードマップ検討会 #最終とりまとめ❶
基本理念：CCSを計画的合理的に実施我が国経済産業発展、エネルギー安定供給確保やCN達成に寄与
目標
　2050年CO2貯留年間約1.2〜2.4億t=IEA試算36〜72億t×日本排出割合3.3%
　2030年迄に事業環境整備
https://meti.go.jp/shingikai/energy_environment/ccs_choki_roadmap/20230310_report.html…",0
"大林氏は２０５０年に二酸化炭素（ＣＯ２）排出量を実質ゼロにする日本政府の目標に言及して「２０５０年になっても東アジアで孤立した国であるのが、日本や他の国々にとって幸せなことかは考える必要がある」と語った。

エネルギー政策素人やんw
推薦人の河野太郎の責任よ",0
"【気候・エネルギーファクト集】日本の温室効果ガス排出量は近年削減傾向。ただし、今のままの政策では2030年目標達成は厳しい。2050年ネットゼロに向けさらなる大きな削減の道筋をどう描くのかが、まさにこれからの議論。
https://climateintegrate.org/archives/7108",1
"再生可能エネルギー導入拡大の展望：技術革新で日本の「勝ち筋」とは―資源エネルギー庁の井上博雄部長に聞く(http://nippon.com)
#Yahooニュース
https://news.yahoo.co.jp/articles/2602982c9e3b8171e892c142f2bdb9f814cebacd?source=sns&dv=sp&mid=other&date=20240807&ctg=bus&bt=tw_up…",0
中国は二酸化炭素排出量でも世界トップなので、そこで再生可能エネルギーが躍進するのは世界全体のためになるのでは。（ただし一人当たり排出量は日本よりやや少なく、ドイツと同程度） / “「再生可能エネルギー」のコストが劇的に低下、化石燃料よりも有利に | Forbes JAP…”,0
再生可能エネルギーの導入、なぜ日本は遅れている？専門家「技術やコストでなく…」 (朝日新聞GLOBE＋),1
"▼秋元司（無所属）
経済政策に重点を置く。
小規模企業への支援強化を主張。
環境対策として再生可能エネルギーの利用拡大を推進。

▼飯山陽（日本保守党）
伝統的な家族観と社会倫理の強化。
移民政策の厳格化。
経済自立と技術革新を訴え。",0
"サラッと書いてあるけれど、日本とそれ以外との施工効率の違いってめっちゃ大きいと思うんだよね。

日本のエネルギー政策の現状と課題－再生可能エネルギーは環境に優しいが高コストか｜ニッセイ基礎研究所",0
"資源を使わず、大気を循環するエネルギーを活用する再生可能エネルギー。

コスト面でも間も無く原発を下回る状況。
不安定と言う特性は蓄電技術で解消可能。

小規模発電施設を多数設置でき、災害時の出力低下の影響も軽減。

日本向きの発電方法。

政府はなぜブレーキを？
原発利権美味しいの？",0
再生可能エネルギー導入拡大の展望：技術革新で日本の「勝ち筋」とは―資源エネルギー庁の井上博雄部長に聞く #SmartNews,0
"再生可能エネルギー導入拡大の展望：技術革新で日本の「勝ち筋」とは―資源エネルギー庁の井上博雄部長に聞く(http://nippon.com)
#Yahooニュース",0
再生可能エネルギーの導入、なぜ日本は遅れている？専門家「技術やコストでなく…」（GLOBE＋）,0
"水素関連動向
「水素の分野で強力な技術革新者だ」と評価。
再生可能エネルギーなど低炭素で水素をつくる技術の特許が増えているという。

日本の“技術力”に期待
“グリーン水素”の成長力にも期待

水素特許、日欧けん引　化学・自動車目立つ: 日本経済新聞",1
"日本政府は脱炭素社会実現に向けた基本方針をまとめGX（グリーントラスフォーメーション）におよそ150兆円投資する方針を打ち出した
原発・再生可能エネルギーはじめ多くの分野で技術革新が進む事が期待され関連企業の商機も大きい

木村化工・助川電気",1
"記事タイトル「日本のアンモニア・石炭混焼発電は脱炭素化へのコストが高い、再生可能エネルギーはより経済的な代替手段」

BloombergNEFによれば日本政府が熱心な「アンモニア混焼」には合理性がない。

劇的な低コスト化が進む再エネへの集中が合理的だが、それを嫌がっている人たちがいる。",0
"「日本、再生可能エネルギーの新たな時代へ」
日本が再生可能エネルギーの利用を大幅に拡大、2050年までに炭素中立を目指す革新的な計画を発表。この動きは、環境に対する意識の高まりと技術革新の成果として、国内外から注目されています。#再生可能エネルギー #炭素中立 #環境革新 #持続可能な未来",0
"12月12日は #バッテリーの日 日本蓄電池工業会が制定しました。
本日は #サイエンスポータル から、再生可能エネルギーに関する記事をご紹介します。再生可能エネルギーの普及には、電気を「ためる」ための技術革新が必要なのだそうです。
#今日は何の日",0
"再生可能エネルギー導入拡大の展望：技術革新で日本の「勝ち筋」とは―資源エネルギー庁の井上博雄部長に聞く(http://nippon.com)
#Yahooニュース",0
"クリーンで信頼できる再生可能エネルギーの拡充は、モルディブの優先課題。

低炭素、低コスト、エネルギー保障を目指した再生可能エネルギーの導入が、日本政府の協力のもとで進められています。

 https://bit.ly/3fOeqEo",0
"多分「余った土地に太陽光パネルを敷き詰めたり、地熱で発電すれば良い」という考えなんだろうけど、日本は2020年時点で世界3位になるレベルで太陽光パネルを設置してるんよね。
他の再生可能エネルギーと合わせても石炭発電と比較すると約3分の1の発電量。
余程の技術革新でもない限り、↓",0
再生可能エネルギーの余剰電力を「電池」の形で蓄積するか「水素」に変えて保存するか。どっちが貯蔵・流通コストが高いのか。 / “MIT Tech Review: 技術で先行する日本の「グリーン水素」は世界の潮流に乗れるか” https://htn.to/3R69HZqN1J,0
"つーか、EVとHVでLCAでのCO2排出は2%しか変わらないのか…
原発と太陽光の稼働率で変わるだろうけど
日本で再生可能エネルギー(原発を除く)の比率が更に上がるとは思えないよのよね
それには蓄電池が必要で、今のところだとコスト的にペイしないので、蓄電池の価格が下がるまでは頭打ちなような",0
"再生可能エネルギーの導入、なぜ日本は遅れている？専門家「技術やコストでなく…」(GLOBE＋)
#Yahooニュース
https://news.yahoo.co.jp/articles/5caf792f54d186f834e993de6f78382a01290990?source=sns&dv=pc&mid=other&date=20240930&ctg=bus&bt=tw_up… 
”日本の再エネ導入が欧米や中国と比べて遅い原因は、技術でもコストでもない。必要なのは、政策や制度の策定や見直しだ。”",0
"1リットル700円、ENEOSが「合成燃料」日本初の一貫製造。鍵は低コスト化(BUSINESS INSIDER JAPAN)
#Yahooニュース
https://news.yahoo.co.jp/articles/45d6f117dc04ebfd431abdfe1704ab07b72ca219?source=sns&dv=sp&mid=other&date=20240930&ctg=bus&bt=tw_up…

電力をいかにリーズナブルなプライスで、しかも再生可能エネルギーで作るかがキーになる。",0
"＞電力をいかにリーズナブルなプライスで、しかも再生可能エネルギーで作るかがキーになる。

EVなら充電した方がロスも少なく運用できる。(航空機除く)

1リットル700円、ENEOSが「合成燃料」日本初の一貫製造。鍵は低コスト化（BUSINESS INSIDER JAPAN） - Yahoo!ニュース",1
"原子力マフィアのせい。

朝日新聞社は書きたくても書けない(情けない)

再生可能エネルギーの導入、なぜ日本は遅れている？専門家「技術やコストでなく…」(GLOBE＋)",1
"電気工事の仕事をしたことのある人は

再生可能エネルギーが発電コストと建設コストが異常に高いことを知っています｡

完全にまやかしですわ｡",0
"日本の再エネ導入が欧米や中国と比べて遅い原因は、技術でもコストでもない。必要なのは、政策や制度の策定や見直しだ。

   再生可能エネルギーの導入、なぜ日本は遅れている？専門家「技術やコストでなく…」",0
"結局
「自社の利益≫日本の国益」

こんなに日本がバカにされるてるのに、まだ太陽光発電の拡大を目論んでいる模様。

更なる「再エネ賦課金値上げ」を考えるとは

""技術革新が進む太陽光や風力発電など再生可能エネルギーの導入拡大策が大きな議題です""

https://www3.nhk.or.jp/news/html/20240401/k10014408711000.html…",0
"おはようございます

昨日は電気料金
爆上げNEWSにたまげた

火山大国日本は自国資源
地熱資源量、世界第3位です
再生可能エネルギー
安定供給も可能
発電コストがやすい
既得権益守って
国が衰退したら意味ないよ

JISON
カードケース&コインケース
人気商品の仲間入りです

#札幌Twitter会",1
"＞今回のロシア危機はエネルギー転換が進む良い機会

ほんコレ。石油やガスを使った火力発電は当分は減らせないけど、風力や地熱などの再生可能エネルギーに徐々にシフトするべき。原発利権とズブズブの自民政権のせいで日本では再生可能エネルギーの技術革新の面で他の先進国に比べて遅れを取っている",0
"「クリーンエネルギーの比率を2035年までに9割にできる〜太陽光と洋上を含む風力を中心に再エネを7割〜(原子力は)1割強に低減しても問題ない」「(コストは2020年比で)6％削減」

再生可能エネルギーの導入、なぜ日本は遅れている？専門家「技術やコストでなく…」：朝日… /",0
"再生可能エネルギー発電促進賦課金単価の決定について
https://tohoku-epco.co.jp/news/normal/1240241_2558.html…
で、【核融合発電】は導入計画策定しないの!?
米は2030実用化
日本国内、技術革新進んでいる
肝心の電力大手が積極的導入姿勢見せてかないと",0
"再生可能エネルギー由来の電気を使って作る「グリーン水素」製造装置の低コスト化で日本勢が成果を上げています。
 https://nikkei.com/article/DGXZQOUC154EX0V10C23A5000000/…",0
"日本は、本当は、地熱発電を一番振興したいのだが…

<4/15日経産業>
地熱は再生可能エネルギーで、太陽光や風力と違って天候に左右されず24時間稼働できる。日本の地熱資源量は2340万キロワットと推計され世界３位。実際の導入量は55万キロワット程度。温泉事業者との調整や掘削コストの高さが壁…",1
"記事> ドイツ政府は再生可能エネルギーへの転換を進めて中長期的に料金は下がるとしているが、欧州の中でも再生エネのコストが高い

↓
最近、再エネは安くなったと聞くけど、記事では高いと書いてます。実際どうなの？

脱原発のドイツ、産業用電気代は日本の3.5倍",1
"私のエネルギー政策がまさか日本保守党に近いとは。
私の考え方だと本邦では最終的に電力の大半を再生可能エネルギーへ転換すべきだが、今世紀中には技術革新が追いつかず無理なのと冗長性を考えて再エネの世になっても一定数の火力発電は残すべき。
そのため火力発電の進化発展が当面の課題と。",0
日本では10年前の福島原発事故を通じて原発に忌避感を持つ人が増えたのは客観的事実だろう。今後、原発の新設に対して同意する地域が出てくるとは思えない。そもそも世界的にはコストでも再生可能エネルギーにかなわなくなっている。電源の脱炭素化は再エネを中心に考えるのが筋だろう。,0
"大艦巨砲主義と変わらない、甘い状況分析、遅い基本方針転換

2000年代に入っていくと様相が一変します。欧州は再生可能エネルギーに真剣になったのに、日本は不安定でコスト高だと軽視し続けました。

「老衰」する日本の資本主義　経済学者・諸富徹さんの処方箋は　https://asahi.com/articles/ASQ5H3C98Q58ULFA005.html… #",0
"再生可能エネルギー導入拡大の展望：
技術革新で日本の「勝ち筋」とは―
資源エネルギー庁の井上博雄部長に聞く（http://nippon.com）",0
"原子力ムラ界隈固有の論理。　　(●´ω｀●)

「原発は100％安全理論」や、「原発の発電コストは一番安い理論」などの嘘八百を用いて原発行政を擁護し続けたのがこの界隈であり。

原子力ムラの妨害により、再生可能エネルギー技術開発が世界から著しく遅れている日本の現状。

https://x.com/namiki85021933/status/1658045122406383616?s=20…",0
"丸紅

23日、洋上風力発電事業や水素事業などで英BPと連携すると発表した。まずはBPの再生可能エネルギー子会社と洋上風力発電事業を手掛ける合弁会社を設立し、日本での案件開発を進める。競争が激化するなか、コスト面や技術面でのノウハウを蓄積する。",0
企業が「脱炭素」を果たすために不可欠な再生可能エネルギー。安価で安定的に調達できるかが、国や企業の競争力を左右する時代に入った。国際会議では2030年までに世界の再生エネ容量を3倍に増やすことになったが、日本は地形や気候条件、コスト面から欧州などに後れを取っ…,0
"洋上風力発電が注目されるのはなぜ？

その答えは、再生可能エネルギーとしての巨大なポテンシャルと、低コスト化への挑戦にあります。
日本の海域に眠る無限の可能性、今こそ探求の時です！

洋上風力は、私たちの未来にクリーンな風を吹かせるかもしれません。
#洋上風力 #再生可能エネルギー",0
"原発は安全だとか、再生可能エネルギーはコスト高で不安定だとかいう経済産業省のプロパガンダのウソを見抜いてきた知識人でさえも、
日本が財政危機だとか消費税が必要だとかいう、財務省やマスコミのプロパガンダの片棒を担ぐことがよくある。

財務省HPにデフォルトは考えられないとあるのだが。",1
"なぜ電力会社は、日本が地震大国なのに、原発を建てたがり、再生可能エネルギーの採用に舵を切れなかったのか。2011年7月の記事ですが、ご参考まで。
【原発新設の莫大なコストが莫大な儲けに直結】 #プレジデントオンライン",0
"メモ
原子力発電には高温ガス炉のようにより安全に、より熱エネルギーを取り出す更改の機会が迫っている。
そして核融合という跳躍的な技術革新も見え始めているが、それは再生可能エネという自然搾取手段の精緻化とは無関係。
普通に考えれば投資必至では?
盲目的落穂拾いに日本追い込みたい理由でも?",0
原発建設で、耐震度を上げれば上げるほど、建設コストが上がり経済競争には耐えられない。日本ではこれ以上のコストのかかる原発は不可能だ。再生可能エネルギーの発電コストが原発のコストの10分の1以下程度になっている。1kwh1.2円程度だ。原発は14円以上になっている。,0
"終焉を迎えつつあるフランス日本の核燃料サイクル。

福島第一原発事故以降、原子力の安全神話が崩壊し、フランス政府は再生可能エネルギーへの転換を図ることとなった。原発関連コストの上昇も、脱原発政策を加速させた一因といえる。日本では新しい安全神話が、NHKと岸田政権で出来つつある。",0
"再エネで24時間365日賄える日が早く来るといいな

----
原発は反対です。 あまり知られていないが世界的には既に太陽光や風力発電をはじめとする再生可能エネルギーが、最も発電コストが安い電力となっている。 日本では国による買い取り制度の政策の誤りもあり、再生可... https://news.yahoo.co.jp/profile/comments/16740898469371.9a64.00045…",0
"会派視察
・ゼロカーボンシティ計画に基づく再生可能エネルギー等の推進
・医療品や食品を市民等へ配送するドローン物流サービス
・千葉県内でも今後取り組まれる、日本第一号の浮体式洋上風力発電など。少子超高齢化の打開策は全国共通。技術革新により、持続可能な地域社会を創造していかねば",0
"Google生成AIに聞いてみた

日本の再エネが普及しないのはなぜ？

日本で再生可能エネルギー（再エネ）が普及しない理由は、次のとおりです。

・発電コストが高い
・発電設備の設置場所が限定されている
・太陽光や風力の発電量を予測することが難しい",0
INPEXは日本最大のエネルギー開発企業で石油や天然ガスの探査生産を世界各地で行っています。地球環境に配慮しながら再生可能エネルギーや水素などの新エネルギー事業にも積極的に取り組んでいます。持続可能なエネルギー供給を目指し、技術革新とグローバルな視点で未来を切り拓くリーダー企業です。,0
"コスト増や不安定性を受け入れて再生可能エネルギーを進めるのか、安全への懸念と同居して原子力を選ぶのか、海外から脱炭素に消極的と批判されるのよしとして石炭火力を続けるか。現実的な議論がいよいよ必要です。

↓【岐路に立たされる日本のエネルギー基本計画】",0
"➜ドイツ政府は再生可能エネルギーへの転換を進めて中長期的に料金は下がるとしているが、欧州の中でも再生エネのコストが高い
➜22年9月のドイツの産業用の電力料金は日本の3.5倍

ドイツ、産業用電気代は日本の3.5倍　競争力に影響 - 日本経済新聞 https://nikkei.com/article/DGXZQOGN150AL0V10C23A4000000/…",0
再生可能エネルギーの導入、なぜ日本は遅れている？専門家「技術やコストでなく…」（白石賢治）,0
"日本が求めた念願の国産エネルギーは原子力エネルギーです。
風力や太陽光をメインとした日本の再生可能エネルギーの致命的な問題点は、コストではなく「安定したベースロード電源にならない」事です。",0
"欧州の電力供給は、各国とも、コストの安い順から使われていく。
日本は危険な電力から使われていく。
欧州の2024年は、これまでのところ、化石燃料よりも風力と太陽光による発電量の方が多い。
Emberの分析、欧州連合における電力需要は、50%が再生可能エネルギー、27%が化石燃料で電力供給された。",0
"再生可能エネルギーの発電割合の増加が目指されるなか、四方が海に囲われた日本は、特に #洋上風力発電 にポテンシャルがあります。

しかし、高いコストと供給の安定性が課題
#蓄電池 などの技術開発とあわせて、コスト削減が必要とされています▽",0
"再エネ推進の為、その投資を国民からの再生可能エネルギー発電促進賦課金を徴収し使われている。

2024年度は、この再エネ賦課金が引き上げられて、世帯当たりで年額1万6752円になると政府が発表した（1カ月の電力使用量が400kWhのモデル）。
世界では再エネはコストが安いが、日本は反対に高い。",0
ご案内した東京ビッグサイトの農業イベントは約41000人以上が来場しました。中でも20代〜30代の来場者が信じられないぐらい沢山来場!このままでは食料難になる日本施設園芸農業の普及と発展、技術革新は不可欠です!今後再生可能エネルギー一大拠点になる秋田で施設園芸を普及させていきたいです,0
非常に面白いレポート。グリーン水素生産のコストのうち大きな割合を占めるのが再生可能エネルギー電力コスト。日本よりも海外の方が低コストで必要電力を調達可能であるため、グリーン水素自体は輸入になる部分が大きいのではないかということ。,0
