Name,Handle,Media URL,Retweets,Likes,Comments,Views,Tweet URL,Profile Link,Post Body,Date,Timestamp
AA Energy,@AAEnergyNews,"https://pbs.twimg.com/media/F2mAT8OXYAAUM3D?format=jpg&name=small, https://pbs.twimg.com/media/F2mAT8OXYAAUM3D?format=jpg&name=small",,,,94,https://x.com/AAEnergyNews/status/1687020657320640512,https://x.com/AAEnergyNews,"Australian-British multinational mining, metals and petroleum company BHP signed a Memorandum of Understanding (MOU) with Toyota Australia to enhance safety and implement decarbonization measures within BHP's Australian operation
http://et.aa.com.tr/38643","Aug 3, 2023",2023-08-03T08:40:42.000Z
Markus,@MarkusMannheim,"https://pbs.twimg.com/media/GKHYt9EaIAAON3a?format=png&name=small, https://pbs.twimg.com/media/GKHYt9EaIAAON3a?format=png&name=small",4,9,,942,https://x.com/MarkusMannheim/status/1774938741511160106,https://x.com/MarkusMannheim,"Simple analysis of today's electricity prices vs a nuclear-powered Australia, via @TristanEdis in the Fin. In short, even if you scrap all of the govt's renewable energy programs, you still pay substantially more for nuclear https://afr.com/policy/energy-and-climate/how-much-could-you-save-if-you-went-nuclear-20240320-p5fdyq…",Apr 2,2024-04-01T23:15:47.000Z
Victoria Energy Policy Centre,@VEPC_VU,,1,1,,75,https://x.com/VEPC_VU/status/1617308294653300738,https://x.com/VEPC_VU,$30 billion Sun Cable crash is a setback but doesn’t spell end of Australia’s renewable energy export dreams,"Jan 23, 2023",2023-01-22T23:48:40.000Z
pv magazine Australia,@pvmagazineoz,"https://pbs.twimg.com/media/GSj9R6ibIAAEzcO?format=jpg&name=small, https://pbs.twimg.com/media/GSj9R6ibIAAEzcO?format=jpg&name=small",,,1,88,https://x.com/pvmagazineoz/status/1812977335832092885,https://x.com/pvmagazineoz,"Indonesia to permit power wheeling: Indonesia’s new renewable energy bill will include legislation allowing power wheeling, enabling private companies to sell electricity directly to end consumers via networks owned by… http://dlvr.it/T9dY3J #Renewables #Australia #Solarenergy",Jul 16,2024-07-15T22:27:35.000Z
pv magazine Australia,@pvmagazineoz,"https://pbs.twimg.com/media/GNFrkrwa0AAW0D4?format=jpg&name=small, https://pbs.twimg.com/media/GNFrkrwa0AAW0D4?format=jpg&name=small",1,2,,70,https://x.com/pvmagazineoz/status/1788328806564110784,https://x.com/pvmagazineoz,Investors look offshore as red tape threatens Australian renewables target: Fast-track approvals legislation in New Zealand is catching the eye of renewable energy investors in Australia amid concerns that bureaucratic… http://dlvr.it/T6cVmF #renewables #australia #technology,May 9,2024-05-08T22:03:07.000Z
pv magazine,@pvmagazine,https://pbs.twimg.com/media/GK3h-fKaMAA5cT-?format=jpg&name=small,,2,,832,https://x.com/pvmagazine/status/1778325892970021285,https://x.com/pvmagazine,"Australia announces new subsidy policy for renewable energy manufacturing: The Australian federal government has unveiled plans for a Future Made in Australia Act, proposing taxpayer-funded incentives to… http://dlvr.it/T5M54t #Markets #ModulesUpstreamManufacturing #Batteries",Apr 11,2024-04-11T07:35:07.000Z
Energy Networks Australia,@EnergyNetworkAu,,,,,669,https://x.com/EnergyNetworkAu/status/1666620585487523841,https://x.com/EnergyNetworkAu,Most of us know the green and gold kangaroo or the Health Foundation tick. Australia’s hydrogen guarantee of origin scheme would work in much the same way and will be an important tool in the policy toolbox to support the transition to renewable gas.,"Jun 8, 2023",2023-06-08T01:38:06.000Z
Crispian Olver,@CrispianOlver,,2,1,,290,https://x.com/CrispianOlver/status/1701842430314545334,https://x.com/CrispianOlver,"In Australia industrial policy is a dirty word, meaning protectionism and picking winners. Instead advocates are pushing for $100bn renewable energy package billed as ‘statecraft’, which might be relevant for SA.","Sep 13, 2023",2023-09-13T06:17:08.000Z
First Nations Clean Energy Network,@FirstNationsCEN,,5,5,,293,https://x.com/FirstNationsCEN/status/1755725954465608172,https://x.com/FirstNationsCEN,"""A big proportion of Canada’s renewable energy is owned by First Nations people - much bigger than in Australia...

""I want to see much more of it [here].""

- @Bowenchris 

via @ConversationEDU 
https://theconversation.com/grattan-on-friday-can-the-albanese-government-show-muscle-in-indigenous-policy-one-test-is-coming-next-week-223090?fbclid=IwAR2H6tK_qO6e0BWjTBO312hrdmwVaaKvkWvTj0J6bago-HOsVYqPFmCFukM… #firstnations #aboriginal #indigenous #torresstraitislander",Feb 9,2024-02-08T22:51:02.000Z
Invinity Energy Systems,@InvinityEnergy,,7,11,1,1.1K,https://x.com/InvinityEnergy/status/1658835263051685888,https://x.com/InvinityEnergy,"“This significant investment in #batterystorage in this Budget will ensure new #renewable generation is ‘firmed’ so #electricity supply can always meet demand in an increasingly #green #grid,” - Mark McGowan on the West #Australia #energy network overhaul.","May 18, 2023",2023-05-17T14:02:01.000Z
Dr Sophie Scamps MP,@SophieScamps,,22,114,26,3.1K,https://x.com/SophieScamps/status/1728186374132773307,https://x.com/SophieScamps,"The world is transitioning to a decarbonised world - Trillions of $ is being invested in renewable energy worldwide

Australia too needs policy certainty so big institutional investors can invest here 
Otherwise we will simply miss the boat
#decarbonisenow","Nov 25, 2023",2023-11-24T22:58:34.000Z
John Anderson AC,@JohnAndersonAC,,10,34,1,1.3K,https://x.com/JohnAndersonAC/status/1828221565806469124,https://x.com/JohnAndersonAC,"Is nuclear a safe and reliable energy source? Is it cheaper than renewable energy? How many countries use nuclear energy? CIS has provided concise answers to these questions and more, as Australia examines its energy policy going forward. 
https://energy.cis.org.au @CISOZ",Aug 27,2024-08-27T00:02:42.000Z
Chris Bowen,@Bowenchris,,317,1.1K,451,43K,https://x.com/Bowenchris/status/1791048751718768930,https://x.com/Bowenchris,"Peter Dutton’s budget reply, his third, didn’t include a single energy policy. 

In three @albomp budget replies, he outlined his plans for rewiring the nation, green energy apprentices and Powering Australia - our comprehensive plan for reducing emissions with renewable energy.",May 16,2024-05-16T10:11:13.000Z
Chris Bowen,@Bowenchris,"https://pbs.twimg.com/media/GJi5hTna4AAsUng?format=jpg&name=small, https://pbs.twimg.com/media/GJi5hTna4AAsUng?format=jpg&name=small",142,274,641,39K,https://x.com/Bowenchris/status/1772370441321029827,https://x.com/Bowenchris,"The Investor Group on Climate Change’s annual survey shows investors are more confident about Australia’s climate and energy policy, seeing renewable energy as a solid long-term investment. 

Less than 1 in 10 want to invest in nuclear energy.",Mar 26,2024-03-25T21:10:16.000Z
LEAN Australia,@LEANAustralia,,,3,,131,https://x.com/LEANAustralia/status/1803677914665496730,https://x.com/LEANAustralia,"“A stable and predictable policy environment is essential for attracting and retaining the significant capital required to achieve our renewable energy targets,” said said Marilyne Crestias, interim chief executive of the Clean Energy Investor Group",Jun 20,2024-06-20T06:35:00.000Z
Bloomberg Green,@climate,,3,4,,1.3K,https://x.com/climate/status/1727601952849117534,https://x.com/climate,"Australia plans to dramatically expand its policy to lure renewable energy investment to the country, Climate and Energy Minister Chris Bowen says","Nov 23, 2023",2023-11-23T08:16:17.000Z
Peter Malinauskas,@PMalinauskasMP,,7,33,14,5.1K,https://x.com/PMalinauskasMP/status/1725037307697455572,https://x.com/PMalinauskasMP,"We’ve had a big week in Parliament this week, with two important legislation passing State Parliament. 

 Hydrogen and Renewable Energy Bill

 Adelaide University Bill 2023

These form part of our bold and ambitious agenda for South Australia.","Nov 16, 2023",2023-11-16T06:25:18.000Z
Energy One Limited,@energyoneltd,,,,,30,https://x.com/energyoneltd/status/1727809243275813053,https://x.com/energyoneltd,"Energy One welcomes Australia's decision to replace the Renewable Energy Target (RET) with auctions, showing the government's dedication o tboosting the deployment of renewable energy projects, leading to an increased demand for innovative solutions.","Nov 24, 2023",2023-11-23T21:59:59.000Z
Dr Wesley Morgan,@wtmpacific,,2,3,2,856,https://x.com/wtmpacific/status/1709316429554778558,https://x.com/wtmpacific,Excellent piece on proposed AUD100billion Australian Renewable Industry Package. To respond to global clean energy transition Australia needs new 'green energy statecraft'.  Industry policy needed to make sure comparative advantage becomes competitive advantage. @AlexanderMHynd,"Oct 4, 2023",2023-10-03T21:16:09.000Z
Zali Steggall MP,@zalisteggall,,14,113,60,4.5K,https://x.com/zalisteggall/status/1778280126469325156,https://x.com/zalisteggall,"Future Made in Aust policy = renewable energy superpower. I've been calling on an ambitious IRA response that  includes tax credits. Devil will be in budget detail, must include incentives for smaller Aust battery, solar & renewable manufacturers #auspol",Apr 11,2024-04-11T04:33:15.000Z
The Spectator Australia,@SpectatorOz,,6,10,3,610,https://x.com/SpectatorOz/status/1635053558784745473,https://x.com/SpectatorOz,"No, Australia cannot run on #Renewable energy alone. Now what? How are the Net Zero zealots going to fill the gap between reality and ideology?

https://spectator.com.au/2023/03/a-fresh-approach-to-energy-policy/…","Mar 13, 2023",2023-03-12T23:02:00.000Z
LadyTasker,@TaskerLady89977,"https://pbs.twimg.com/media/GHxrGAfagAA5pJ5?format=jpg&name=small, https://pbs.twimg.com/media/GHxrGAfagAA5pJ5?format=jpg&name=small",129,909,477,32K,https://x.com/TaskerLady89977/status/1764402907678712050,https://x.com/TaskerLady89977,"PETER DUTTON WANTS NUCLEAR ENERGY!!!!
Opposition Leader Peter Dutton is poised to unveil the Coalition's nuclear energy policy ahead of the May budget. This move comes as Australia grapples with the challenges of transitioning to renewable energy sources and achieving net-zero",Mar 4,2024-03-03T21:30:08.000Z
Energy Networks Australia,@EnergyNetworkAu,,,,,161,https://x.com/EnergyNetworkAu/status/1717692232013348964,https://x.com/EnergyNetworkAu,"A report @KPMG produced on behalf of Energy Networks Australia, identifys a suite of potential supportive policies that will enable renewable gas to be a part of Australia's decarbonisation efforts. Take a look!","Oct 27, 2023",2023-10-26T23:58:35.000Z
SmartEnergyCouncil,@SmartEnergyCncl,"https://pbs.twimg.com/media/GNb1YBNbEAA0dCT?format=png&name=small, https://pbs.twimg.com/media/GNb1YBNbEAA0dCT?format=png&name=small",4,7,2,1.5K,https://x.com/SmartEnergyCncl/status/1789889140823106003,https://x.com/SmartEnergyCncl,"The #FederalBudget is @ausgov's chance to lay the foundations for AU to be a renewable energy & critical minerals superpower. 

@AlboMP's Future Made in Australia act will be a key policy driver for sure. 

Read the full media release: https://smartenergy.org.au/articles/what-does-a-smart-energy-budget-look-like/…

@JEChalmers",May 13,2024-05-13T05:23:20.000Z
"Tor ""@SolarFred"" Valenza",@SolarFred,,,2,,121,https://x.com/SolarFred/status/1714810649086452052,https://x.com/SolarFred,via @renew_economy RET is still the best: Why it’s time to renew Australia’s renewable energy policy,"Oct 19, 2023",2023-10-19T01:08:13.000Z
Bloomberg Economics,@economics,,,2,6,2.7K,https://x.com/economics/status/1727601752210395435,https://x.com/economics,"Australia plans to dramatically expand its policy to lure renewable energy investment to the country, Climate and Energy Minister Chris Bowen says","Nov 23, 2023",2023-11-23T08:15:29.000Z
Australia Institute,@TheAusInstitute,https://pbs.twimg.com/media/Fqqrj0zaMAA9YPK?format=png&name=small,51,99,11,3.9K,https://x.com/TheAusInstitute/status/1633307524219940865,https://x.com/TheAusInstitute,"Australia has a record number of renewable projects...that we can't plug in.

The reason? We've failed to adequately invest in the infrastructure while policy settings have encouraged offsetting rather than genuine decarbonisation.

@crikey_news w @R_o_d_C
https://crikey.com.au/2023/03/08/renewable-energy-backlog-carbon-offsets/?su=MDFpTERBNGFyNVRpN1BGZEdpMnRaUT09…","Mar 8, 2023",2023-03-08T03:23:53.000Z
Anglo American South Africa,@AngloAmericanZA,"https://pbs.twimg.com/media/FzxhNXKWcAAN675?format=jpg&name=small, https://pbs.twimg.com/media/FzxhNXKWcAAN675?format=jpg&name=small",,1,,771,https://x.com/AngloAmericanZA/status/1674669317697282049,https://x.com/AngloAmericanZA,"From Policy to Action: The need for legislation supporting a just energy transition and the opportunities of adopting renewable energy technologies in South Africa on @CNBCAfrica with Themba Mkhwanazi, Anglo American Regional Director of Africa and Australia. Tune in today at","Jun 30, 2023",2023-06-30T06:40:53.000Z
Sky News Australia,@SkyNewsAust,,37,143,58,11K,https://x.com/SkyNewsAust/status/1728217449429086719,https://x.com/SkyNewsAust,"Labor's grand emissions goals are failing fast amid slowing new renewable energy investment, eye-watering cost blowouts and growing community resistance to new wind, solar and transmission lines, writes Nick Cater.","Nov 25, 2023",2023-11-25T01:02:03.000Z
Bloomberg,@business,,1,8,3,30K,https://x.com/business/status/1772083169027629154,https://x.com/business,"Investors with a combined $23 trillion in assets are becoming more optimistic about Australia’s climate policy, with roughly half considering financing renewable-energy projects, according to an extract of a survey https://trib.al/GUfHMdM",Mar 25,2024-03-25T02:08:45.000Z
Sky News Australia,@SkyNewsAust,,1,11,6,3.3K,https://x.com/SkyNewsAust/status/1654114453628264449,https://x.com/SkyNewsAust,Shadow Infrastructure Minister Bridget McKenzie says the Albanese Labor government are “refusing to accept reality” when it comes to energy policy and renewable energy plans.,"May 4, 2023",2023-05-04T13:23:12.000Z
Sky News Australia,@SkyNewsAust,,2,31,12,4.5K,https://x.com/SkyNewsAust/status/1744134179791790198,https://x.com/SkyNewsAust,"Dan Tehan has taken aim at the government’s renewable energy targets, arguing the recent decision to block a crucial offshore wind strategy in Victoria shows Labor’s plan is a ""complete disaster"".",Jan 8,2024-01-07T23:09:27.000Z
Sky News Australia,@SkyNewsAust,,1,4,4,2.6K,https://x.com/SkyNewsAust/status/1808266779036377104,https://x.com/SkyNewsAust,Treasurer Jim Chalmers discusses the Albanese government’s Future Made in Australia bill and its aim to make the country a “renewable energy superpower”.,Jul 3,2024-07-02T22:29:30.000Z
Bloomberg Markets,@markets,,3,8,6,8.3K,https://x.com/markets/status/1727594201599168790,https://x.com/markets,"Australia plans to dramatically expand its policy to lure renewable energy investment to the country, Climate and Energy Minister Chris Bowen says","Nov 23, 2023",2023-11-23T07:45:29.000Z
Jax Loose Cannons Podcast,@JaxLooseCannons,https://pbs.twimg.com/amplify_video_thumb/1682676241051303936/img/yZ5nsbI-UWpBwkrM.jpg,1,2,,54,https://x.com/JaxLooseCannons/status/1682804297124175873,https://x.com/JaxLooseCannons,"Renewable energy policy - Australia - listen to former AUSGOV Federal policy advisor describing the subsidies… Green Energy policies…
1) are financially unsustainable 
2) don’t supply large scale energy needs 
3) are leading to an eco disaster","Jul 23, 2023",2023-07-22T17:26:24.000Z
Bloomberg,@business,,3,11,10,23K,https://x.com/business/status/1727594409649127427,https://x.com/business,"Australia plans to dramatically expand its policy to lure renewable energy investment to the country, Climate and Energy Minister Chris Bowen says","Nov 23, 2023",2023-11-23T07:46:19.000Z
Rita Panahi,@RitaPanahi,,227,1.3K,134,41K,https://x.com/RitaPanahi/status/1803926258583244974,https://x.com/RitaPanahi,No one should be surprised that the renewable rent seekers in the corporate sector are panicking about the prospect of Australia embracing nuclear energy.,Jun 21,2024-06-20T23:01:50.000Z
Rita Panahi,@RitaPanahi,,227,1.3K,134,41K,https://x.com/RitaPanahi/status/1803926258583244974,https://x.com/RitaPanahi,No one should be surprised that the renewable rent seekers in the corporate sector are panicking about the prospect of Australia embracing nuclear energy.,Jun 21,2024-06-20T23:01:50.000Z
simon holmes à court,@simonahac,"https://pbs.twimg.com/media/GVUav-GbYAASheW?format=png&name=small, https://pbs.twimg.com/media/GVUav-GbYAASheW?format=png&name=small",370,1.1K,221,73K,https://x.com/simonahac/status/1825396768894533780,https://x.com/simonahac,"ultimately there are two types of people who comment on energy in australia.

1. those who understand we only need ~5 hours of storage to get to ~98% renewable energy, and

2. those who think their ""gut feel"" should set energy policy.",Aug 19,2024-08-19T04:57:58.000Z
Guardian Australia,@GuardianAus,,34,105,27,6.8K,https://x.com/GuardianAus/status/1825728663117050270,https://x.com/GuardianAus,The Coalition has turned its renewable energy denial into a nuclear roadmap to nowhere. It’s exhausting | Adam Morton,Aug 20,2024-08-20T02:56:48.000Z
David Marler,@Qldaah,,19,45,11,1K,https://x.com/Qldaah/status/1815859155632283697,https://x.com/Qldaah,"Peter Dutton, David Littleproud & the Qld LNP dominated Coalition will be pleased to see their nuclear energy policy is starting to impact renewable energy investment. #auspol",Jul 24,2024-07-23T21:18:54.000Z
mark pg,@mark16pg,,22,61,,,https://x.com/mark16pg/status/1595313396878315520,https://x.com/mark16pg,"Only person in Australia that doesn't know that wind & solar are the dearest form of energy as we have seen in rest of world is.
Blackout Bowen.

He is mentally unfit to be anywhere near a Climate policy.","Nov 23, 2022",2022-11-23T07:08:47.000Z
David McDonald  x7 dmcd2324.bsky.social,@DMcD_Advocate,,1,1,,34,https://x.com/DMcD_Advocate/status/1778341813809799334,https://x.com/DMcD_Advocate,"Exec Summary
- Australia announces new subsidy policy for renewable energy manufacturing.
- The policy aims to bolster local production of renewable energy equipment.
- It includes subsidies for manufacturing facilities producing solar panels, wind turbines, and batteries.
- The",Apr 11,2024-04-11T08:38:23.000Z
